Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
719,Mathieu Dossevi,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,19.5,32,20,7,17,8,15,30,50.0,15,17,0,17,14,46,7,0,6421dd73
720,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,11,7,1,7,3,3,7,42.9,4,6,2,4,5,16,22,0,dc90cfbe
721,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,35.1,64,30,29,29,6,16,57,28.1,41,46,8,38,31,95,32,0,02b29014
722,Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7bd5b8fd
723,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,19.1,16,8,5,6,5,7,24,29.2,17,14,1,13,9,25,5,0,6481421d
724,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,10,4,7,2,1,5,6,83.3,1,5,0,5,6,16,18,0,9daeac61
725,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1.0,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,3,0,9daeac61
726,Thomas Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5526deb1
727,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,32,21,22,8,2,14,33,42.4,19,17,5,12,18,50,39,0,8954fddc
728,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,18,11,11,6,1,10,21,47.6,11,9,3,6,15,33,39,0,6fd8a334
729,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,8,1,085e71a7
730,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,13,10,2,9,2,7,15,46.7,8,7,1,6,10,23,1,0,1a992676
731,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,29,1990,17.6,34,25,12,19,3,8,32,25.0,24,11,5,6,26,60,11,0,809940aa
732,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,5,3,3,2,0,2,18,11.1,16,5,0,5,5,10,5,1,2649ff32
733,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,2,1,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,2649ff32
734,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,1992,7.2,3,2,1,2,0,0,8,0.0,8,6,0,6,1,4,5,1,15ea94de
735,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,30,19,24,5,1,11,20,55.0,9,34,24,10,34,64,153,1,93090f69
736,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,4,3,0,3,1,1,4,25.0,3,9,6,3,3,7,9,0,73ddc40c
737,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,12,3,11,1,0,3,4,75.0,1,7,6,1,6,18,29,0,aa0ac32d
738,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,61,32,30,28,3,34,60,56.7,26,30,8,22,47,108,71,0,1fe0492d
739,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,c59f90b0
740,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,32,23,20,9,3,13,22,59.1,9,12,4,8,18,50,34,1,ff0ab48c
741,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,17,5,3a949a25
742,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,18,11,9,6,3,7,16,43.8,9,10,2,8,6,24,8,0,79ca3e23
743,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,1994,5.0,6,4,1,2,3,1,10,10.0,9,3,1,2,5,11,5,0,79ca3e23
744,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,18,9,14,4,0,6,17,35.3,11,13,7,6,21,39,72,0,7314bba4
745,Haris Duljević,ba BIH,FWMF,Nîmes,fr Ligue 1,25,1993,5.8,11,6,3,7,1,4,12,33.3,8,5,0,5,2,13,1,0,9b6556d2
746,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,27,17,19,7,1,21,27,77.8,6,23,9,14,23,50,69,0,3fe6bd8c
747,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,12,9,11,1,0,2,19,10.5,17,4,0,4,5,17,12,0,528492ea
748,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,19,12,8,7,4,6,16,37.5,10,7,0,7,9,28,13,0,528492ea
749,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,40,24,23,17,0,15,34,44.1,19,55,33,22,55,95,125,2,282f75f3
750,Erik Durm,de GER,DFFW,Eint Frankfurt,de Bundesliga,27,1992,5.7,13,6,9,2,2,9,17,52.9,8,11,2,9,3,16,11,0,cf623c78
751,Riza Durmisi,dk DEN,DFMF,Nice,fr Ligue 1,25,1994,1.8,1,1,1,0,0,0,0,,0,2,1,1,1,2,3,0,e5cd9da6
752,Hugo Duro,es ESP,FWMF,Getafe,es La Liga,19,1999,4.2,6,5,2,2,2,4,8,50.0,4,3,0,3,1,7,3,0,37e103f8
753,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,12,8,5,6,1,2,6,33.3,4,23,8,15,20,32,50,0,0cbc8baa
754,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,25,1993,23.9,19,10,6,9,4,9,39,23.1,30,15,0,15,13,32,3,0,e0921a4f
755,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,16,11,2,7,7,2,13,15.4,11,11,4,7,6,22,33,0,3bb7f478
756,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,19,12,3,13,3,4,22,18.2,18,9,3,6,7,26,6,0,756959aa
757,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,22,15,17,5,0,9,20,45.0,11,34,23,11,37,59,112,2,72a0fb65
758,Simone Edera,it ITA,MFFW,Torino,it Serie A,22,1997,4.4,13,5,3,7,3,2,12,16.7,10,1,0,1,1,14,3,0,8697c095
759,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,2,2,2,0,0,2,5,40.0,3,0,0,0,3,5,16,6,3bb7b8b4
760,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,44,27,34,10,0,25,45,55.6,20,39,27,12,58,102,171,4,debe38a0
761,Johannes Eggestein,de GER,MFFW,Werder Bremen,de Bundesliga,21,1998,5.7,8,6,2,2,4,3,12,25.0,9,6,0,6,2,10,4,0,d571df78
762,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,1996,31.7,40,28,20,18,2,15,43,34.9,28,37,8,29,36,76,57,0,beb882a8
763,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,79,53,44,30,5,33,53,62.3,20,28,8,20,39,118,79,1,76b2817e
764,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,51,25,18,31,2,24,68,35.3,44,35,14,21,33,84,46,1,f503ea63
765,Harvey Elliott,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,c8387671
766,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,16,7,5,6,5,5,20,25.0,15,11,1,10,11,27,4,0,cf007308
767,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,6cb0211b
768,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,19,9,10,7,2,10,21,47.6,11,11,5,6,13,32,25,1,615ef733
769,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,28,17,19,8,1,13,23,56.5,10,21,8,13,15,43,67,0,f7dc2ae5
770,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,29.1,45,27,37,8,0,19,38,50.0,19,32,15,17,62,107,112,0,48035304
771,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,22,13,15,7,0,13,29,44.8,16,23,19,4,32,54,116,0,fd47b4f2
772,Adri Embarba,es ESP,MFFW,Espanyol,es La Liga,27,1992,15.2,37,22,16,16,5,16,33,48.5,17,28,4,24,16,53,11,0,db8f0eba
773,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,22,1997,17.2,22,11,2,15,5,4,15,26.7,11,12,1,11,8,30,5,0,0b4f388a
774,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,74,46,49,19,6,36,79,45.6,43,30,9,21,31,105,57,1,df8b52a5
775,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,1991,3.2,3,1,0,2,1,1,5,20.0,4,0,0,0,0,3,7,0,5c9ac7f0
776,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,16,8,11,4,1,6,10,60.0,4,19,12,7,22,38,36,0,825b8997
777,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,9,7,1,2,6,3,17,17.6,14,15,2,13,5,14,22,0,04e17fd5
778,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,7,5,1,6,0,3,10,30.0,7,9,3,6,5,12,7,0,04e17fd5
779,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,11,6,8,2,1,8,13,61.5,5,18,17,1,28,39,86,3,4fdf1fd9
780,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,17,6,4,8,5,4,21,19.0,17,16,2,14,9,26,12,0,bb4b1242
781,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,1990,9.1,11,5,4,5,2,5,15,33.3,10,5,0,5,7,18,5,0,aec0fb6f
782,Christian Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,27,1992,12.2,19,9,10,8,1,7,24,29.2,17,10,1,9,12,31,16,0,980522ec
783,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,11,6,2,8,1,5,20,25.0,15,3,0,3,0,11,0,0,980522ec
784,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,41,22,15,17,9,24,41,58.5,17,22,4,18,29,70,14,0,3f79a1c8
785,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,67669ce7
786,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,29,16,17,10,2,19,28,67.9,9,11,1,10,13,42,35,0,b0616e3d
787,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,24,16,18,4,2,16,28,57.1,12,19,11,8,24,48,108,2,4242011c
788,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,3,2,0,2,1,0,5,0.0,5,3,0,3,3,6,1,0,7ff93107
789,Vicente Esquerdo,es ESP,MFFW,Valencia,es La Liga,20,1999,0.2,1,0,1,0,0,0,0,,0,1,0,1,0,1,1,0,ced26057
790,Alexander Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,29,1990,2.4,6,4,4,2,0,3,8,37.5,5,8,1,7,7,13,7,1,b48215cd
791,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,84,45,53,27,4,42,77,54.5,35,30,7,23,58,142,61,6,d38fdf53
792,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,12,4,5,7,0,7,12,58.3,5,10,1,9,11,23,4,1,b579e83d
793,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,6,1,2,3,1,2,13,15.4,11,6,1,5,4,10,6,0,b037bd4f
794,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,20,11,11,9,0,12,23,52.2,11,9,5,4,17,37,68,0,4a895384
795,Antony Evans,eng ENG,MFDF,Paderborn 07,de Bundesliga,20,1998,1.7,5,4,1,3,1,1,5,20.0,4,1,1,0,2,7,4,0,cce7087c
796,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,48,34,33,14,1,28,39,71.8,11,33,18,15,57,105,174,4,f8fcd2a5
797,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,52,28,12,31,9,18,49,36.7,31,20,6,14,31,83,18,1,283c7121
798,Valentin Eysseric,fr FRA,MFFW,Hellas Verona,it Serie A,27,1992,3.9,4,4,1,2,1,0,4,0.0,4,3,0,3,1,5,2,0,ae82fa48
799,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,27,1992,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,ae82fa48
800,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,5,3,9328b835
801,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,62,35,20,35,7,26,67,38.8,41,25,2,23,34,96,19,1,7f3b388c
802,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,38,22,18,20,0,25,35,71.4,10,10,5,5,18,56,19,0,bc7b4580
803,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,11,4,6,3,2,6,29,20.7,23,8,1,7,7,18,3,0,33508c78
804,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,af245161
805,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1e43fad8
806,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,1,1,0,1,0,0,3,0.0,3,4,0,4,4,5,1,0,79135368
807,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ca8fa0c0
808,Filippo Falco,it ITA,FWMF,Lecce,it Serie A,27,1992,22.4,13,7,4,5,4,5,18,27.8,13,11,1,10,2,15,1,0,e23f56c1
809,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1997,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,904cd50d
810,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9f5a610b
811,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1.0,0,0,0,0,0,0,1,0.0,1,3,3,0,3,3,5,0,b82880c6
812,Iago Falque,es ESP,FWMF,Torino,it Serie A,29,1990,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,440c84ed
813,Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.8,7,3,1,4,2,4,8,50.0,4,7,0,7,1,8,4,0,440c84ed
814,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9d9a71c1
815,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.6,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,3,0,61f2f56a
816,Paolo Faragò,it ITA,DFMF,Cagliari,it Serie A,26,1993,14.9,41,28,21,15,5,23,46,50.0,23,18,9,9,10,51,58,0,9085dd7c
817,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,67,37,43,19,5,30,67,44.8,37,50,15,35,36,103,115,0,aae9d04a
818,Mohamed Fares,dz ALG,DFMF,SPAL,it Serie A,23,1996,4.7,6,4,3,2,1,2,10,20.0,8,5,3,2,5,11,8,0,b7a5bc86
819,Diego Farias,br BRA,MFFW,Lecce,it Serie A,29,1990,9.2,9,6,3,5,1,5,18,27.8,13,7,0,7,4,13,4,0,157d29b6
820,Ansu Fati,es ESP,FW,Barcelona,es La Liga,16,2002,11.4,16,8,4,7,5,5,15,33.3,10,14,1,13,8,24,3,0,0ba976e4
821,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,36,22,23,13,0,21,53,39.6,32,22,7,15,33,69,46,1,767212e6
822,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.3,8,7,2,3,3,4,11,36.4,7,5,1,4,0,8,7,0,44510fde
823,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,13.5,19,11,12,6,1,6,11,54.5,5,8,6,2,19,38,52,0,4e358a2d
824,Aleix Febas,es ESP,MFFW,Mallorca,es La Liga,23,1996,18.8,36,24,13,19,4,12,36,33.3,24,15,0,15,17,53,6,0,38126309
825,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,20,13,14,5,1,10,14,71.4,4,15,9,6,23,43,74,0,89151b16
826,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,19,13,8,10,1,6,23,26.1,17,8,1,7,6,25,13,0,874d7a32
827,Nabil Fekir,fr FRA,MFFW,Betis,es La Liga,26,1993,29.3,41,26,14,19,8,12,37,32.4,25,27,3,24,10,51,3,0,bece776f
828,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,27,19,21,6,0,14,24,58.3,10,18,13,5,40,67,130,0,51a3c4c8
829,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,1997,22.5,42,24,24,15,3,19,32,59.4,13,39,30,9,41,83,69,2,15d0c248
830,Lucas Felippe,br BRA,MFDF,Hellas Verona,it Serie A,19,2000,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,85e51909
831,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,19,1999,19.4,9,3,3,3,3,4,14,28.6,10,4,0,4,10,19,4,1,8aafd64f
832,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,43,26,30,12,1,19,29,65.5,10,40,30,10,36,79,125,2,677da306
833,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,68,38,49,17,2,43,80,53.8,37,16,2,14,36,104,49,0,e5d01ecf
834,Zinedine Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,26,1993,25.0,26,16,5,16,5,15,46,32.6,31,15,3,12,16,42,18,0,005c0807
835,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,22,12,9,9,4,5,38,13.2,33,6,0,6,11,33,16,0,507c7bdf
836,Edimilson Fernandes,ch SUI,MFDF,Mainz 05,de Bundesliga,23,1996,16.5,33,20,12,15,6,15,33,45.5,18,17,9,8,32,65,47,1,3bb625ac
837,Gedson Fernandes,pt POR,MFDF,Tottenham,eng Premier League,20,1999,0.8,2,0,2,0,0,0,2,0.0,2,2,0,2,1,3,0,0,e2dde94c
838,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,30,18,13,17,0,7,21,33.3,14,11,3,8,16,46,9,2,8e58987d
839,Matheus Fernandes,br BRA,MFFW,Valladolid,es La Liga,21,1998,1.8,6,2,2,2,2,3,5,60.0,2,4,0,4,2,8,2,0,f76fdcd2
840,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36.0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,18,3,a01c3d54
841,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,307fcd26
842,Carlos Fernández,es ESP,FWMF,Granada,es La Liga,23,1996,24.5,24,15,7,11,6,3,32,9.4,29,25,2,23,11,35,30,0,e08647d6
843,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,42,25,30,10,2,23,46,50.0,23,41,28,13,24,66,190,2,f25b010f
844,Gabriel Fernández,uy URU,FWMF,Celta Vigo,es La Liga,25,1994,6.2,1,0,0,1,0,1,3,33.3,2,5,1,4,2,3,2,0,36c5f77b
845,Joaquín Fernández,es ESP,MFDF,Valladolid,es La Liga,23,1996,18.4,30,24,17,10,3,9,30,30.0,21,14,10,4,32,62,57,0,b86a64b2
846,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,50,35,32,16,2,29,48,60.4,19,28,16,12,25,75,82,0,101da2b5
847,Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,62,33,37,24,1,34,58,58.6,24,38,15,23,67,129,73,1,41f32541
848,Juan Ferney Otero,co COL,FWMF,Amiens,fr Ligue 1,24,1995,13.4,17,10,6,9,2,8,24,33.3,16,12,1,11,19,36,10,0,05816e19
849,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,18,13,13,5,0,7,12,58.3,5,13,8,5,12,30,31,0,d0dbca9f
850,Facundo Ferreyra,ar ARG,FWMF,Espanyol,es La Liga,28,1991,6.4,9,4,4,5,0,3,10,30.0,7,4,0,4,2,11,5,0,b39a793e
851,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,22,13,7,12,3,13,44,29.5,31,9,0,9,10,32,10,0,375622c5
852,Oliver Fink,de GER,MFFW,Düsseldorf,de Bundesliga,37,1982,7.5,21,12,7,11,3,5,16,31.3,11,12,1,11,15,36,7,0,316162b6
853,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,11,6,1,9,1,2,7,28.6,5,8,2,6,3,14,8,0,f9e7c4ac
854,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,37,19,8,14,15,10,43,23.3,33,34,3,31,7,44,11,1,4c370d81
855,Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,23,15,12,8,3,11,17,64.7,6,15,3,12,17,40,12,1,24f59bb2
856,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,36,25,13,14,9,22,64,34.4,42,25,3,22,24,60,26,0,b63e789d
857,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,2,a92ab7be
858,Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,8,3,3,1,4,0,13,0.0,13,9,1,8,5,13,1,0,df301450
859,Alessandro Florenzi,it ITA,DFFW,Roma,it Serie A,28,1991,11.1,14,11,8,4,2,7,20,35.0,13,9,3,6,16,30,19,0,e288d4b3
860,Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,13,9,9,4,0,8,18,44.4,10,11,1,10,14,27,21,0,e288d4b3
861,Phil Foden,eng ENG,FWMF,Manchester City,eng Premier League,19,2000,10.0,14,10,4,6,4,6,19,31.6,13,5,0,5,6,20,2,0,ed1e53f3
862,Mamadou Fofana,ml MLI,DFMF,Metz,fr Ligue 1,21,1998,17.6,57,35,38,15,4,21,41,51.2,20,22,10,12,22,79,61,1,4c4ffacc
863,Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,25.0,17,12,8,8,1,9,35,25.7,26,20,1,19,17,34,19,0,5313ed43
864,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,25,15,16,9,0,12,18,66.7,6,10,5,5,36,61,55,4,132a82f1
865,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,25,17,10,12,3,13,30,43.3,17,11,0,11,14,39,7,0,822d51d7
866,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,16,9,6,10,0,8,15,53.3,7,12,2,10,8,24,9,0,822d51d7
867,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,61,36,31,23,7,30,48,62.5,18,15,4,11,39,100,59,1,90eb507d
868,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,65,31,20,37,8,21,43,48.8,22,29,4,25,25,90,11,1,2145368f
869,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,19,11,11,7,1,11,22,50.0,11,19,11,8,28,47,90,1,90f87966
870,Pablo Fornals,es ESP,MFFW,West Ham,eng Premier League,23,1996,24.1,46,28,21,18,7,19,64,29.7,45,35,1,34,25,71,15,0,82927de4
871,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,27,1991,12.7,16,10,5,8,3,6,26,23.1,20,15,0,15,5,21,3,0,9a2e0ccc
872,Hernâni Fortes,pt POR,MFFW,Levante,es La Liga,27,1991,7.3,5,2,4,0,1,1,3,33.3,2,3,0,3,4,9,9,0,2327c29e
873,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,1,0,1,0,0,1,3,33.3,2,1,0,1,0,1,16,2,d0b3ceb9
874,Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,f84a807c
875,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,1,1,0,1,0,1,4,25.0,3,0,0,0,4,5,1,0,a9142dc3
876,Dimitri Foulquier,fr FRA,DFMF,Watford,eng Premier League,26,1993,0.7,1,0,1,0,0,0,0,,0,1,0,1,2,3,2,0,45e17712
877,Dimitri Foulquier,fr FRA,DFMF,Granada,es La Liga,26,1993,12.4,25,11,13,9,3,11,20,55.0,9,8,3,5,16,41,32,0,45e17712
878,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,7,3,5,2,0,3,4,75.0,1,1,0,1,1,8,3,1,6c7762c3
879,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,20,1999,1.0,3,1,0,2,1,2,2,100.0,0,2,0,2,1,4,2,0,d80b1835
880,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,43,25,23,16,4,21,29,72.4,8,23,9,14,20,63,26,0,626fab5f
881,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,13,9,11,2,0,11,21,52.4,10,17,12,5,20,33,71,0,1e0b6a73
882,Mike Frantz,de GER,MF,Freiburg,de Bundesliga,32,1986,3.9,4,2,1,3,0,2,9,22.2,7,5,3,2,1,5,4,0,482b70ad
883,Ryan Fraser,sct SCO,MFFW,Bournemouth,eng Premier League,25,1994,23.0,12,6,5,5,2,7,22,31.8,15,15,3,12,15,27,24,0,d56543a0
884,Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,60,32,33,22,5,25,100,25.0,75,44,8,36,38,98,32,0,b853e0ad
885,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,82,56,59,18,5,41,64,64.1,23,20,10,10,24,106,73,1,c067631c
886,Kieron Freeman,wls WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,c13c24c8
887,Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,6,4,2,2,2,2,8,25.0,6,1,0,1,10,16,6,0,636b64cd
