Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,-9999
710,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,23-101,1999,14,4,536,6.0,3,1,3,0,0,1,0,0.50,0.17,0.67,0.50,0.67,1.9,1.9,0.5,2.5,0.33,0.09,0.41,0.33,0.41,cf007308
711,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-176,1992,5,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,47a34c4f
712,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28-281,1994,12,8,708,7.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.06,0.04,0.10,0.06,0.10,f7dc2ae5
713,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-095,1996,13,13,1125,12.5,2,0,2,0,0,0,0,0.16,0.00,0.16,0.16,0.16,0.9,0.9,0.3,1.2,0.07,0.02,0.10,0.07,0.10,48035304
714,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-061,1993,14,14,1233,13.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,fd47b4f2
715,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20-001,2003,16,16,1319,14.7,7,1,7,0,0,4,0,0.48,0.07,0.55,0.48,0.55,4.9,4.9,0.6,5.5,0.33,0.04,0.38,0.33,0.38,0d7b6576
716,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,28-152,1994,16,14,1151,12.8,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,2.3,2.3,1.7,4.0,0.18,0.14,0.32,0.18,0.32,68dc0dac
717,Adri Embarba,es ESP,FWMF,Almería,es La Liga,30-241,1992,10,5,446,5.0,1,3,1,0,0,4,1,0.20,0.61,0.81,0.20,0.81,0.6,0.6,1.5,2.2,0.13,0.31,0.44,0.13,0.44,db8f0eba
718,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30-241,1992,1,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.20,0.00,0.20,0.20,0.20,db8f0eba
719,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25-323,1997,17,15,1271,14.1,7,2,7,0,1,2,0,0.50,0.14,0.64,0.50,0.64,5.3,4.4,2.5,6.9,0.38,0.17,0.55,0.31,0.49,0b4f388a
720,Emerson,br BRA,DF,Tottenham,eng Premier League,23-354,1999,13,11,910,10.1,0,1,0,0,0,1,1,0.00,0.10,0.10,0.00,0.10,1.0,1.0,0.3,1.3,0.10,0.03,0.13,0.10,0.13,df8b52a5
721,Youssef En-Nesyri,ma MAR,FWMF,Sevilla,es La Liga,25-216,1997,11,3,407,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,1.5,0.32,0.00,0.33,0.32,0.33,04e17fd5
722,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29-328,1993,14,14,1212,13.5,2,0,2,0,0,0,0,0.15,0.00,0.15,0.15,0.15,1.5,1.5,0.9,2.4,0.11,0.07,0.18,0.11,0.18,c149016b
723,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,30-323,1992,15,14,1179,13.1,1,5,1,0,0,2,0,0.08,0.38,0.46,0.08,0.46,2.5,2.5,2.0,4.5,0.19,0.15,0.34,0.19,0.34,980522ec
724,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,24-344,1998,10,10,867,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0fee6bda
725,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29-282,1993,9,7,555,6.2,0,1,0,0,0,0,1,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,3f79a1c8
726,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-123,1989,10,10,767,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.0,0.07,0.05,0.12,0.07,0.12,b0616e3d
727,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30-363,1992,15,14,1232,13.7,0,3,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22,0.5,0.5,0.8,1.3,0.03,0.06,0.09,0.03,0.09,db001fa9
728,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-176,1989,8,6,499,5.5,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,0.0,0.4,0.07,0.01,0.08,0.07,0.08,4242011c
729,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-222,2002,14,10,990,11.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,1a066e69
730,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24-347,1998,13,10,811,9.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.8,1.9,0.01,0.20,0.21,0.01,0.21,d38fdf53
731,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-000,1988,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,f8fcd2a5
732,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-155,1996,14,10,806,9.0,2,2,2,0,0,1,0,0.22,0.22,0.45,0.22,0.45,0.3,0.3,1.8,2.1,0.04,0.20,0.24,0.04,0.24,283c7121
733,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-188,1998,16,16,1271,14.1,3,3,3,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.2,2.2,2.4,4.6,0.16,0.17,0.32,0.16,0.32,ae4fc6a4
734,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,22-357,2000,8,2,294,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.10,0.11,0.01,0.11,3409de86
735,Abdessamad Ezzalzouli,ma MAR,MFFW,Osasuna,es La Liga,21-017,2001,9,4,326,3.6,0,2,0,0,0,1,0,0.00,0.55,0.55,0.00,0.55,0.6,0.6,0.8,1.4,0.17,0.22,0.39,0.17,0.39,bed68338
736,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37-260,1985,17,17,1423,15.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,9328b835
737,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-072,1993,16,13,1177,13.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.02,0.04,0.06,0.02,0.06,7f3b388c
738,Fábio,br BRA,DFMF,Nantes,fr Ligue 1,32-178,1990,6,3,224,2.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.08,0.24,0.32,0.08,0.32,bc7b4580
739,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-031,1999,11,11,814,9.0,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.1,0.6,0.06,0.01,0.07,0.06,0.07,83f03b07
740,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24-275,1998,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.7,0.03,0.03,0.06,0.03,0.06,9c221d14
741,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24-275,1998,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,9c221d14
742,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,21-325,2001,7,3,329,3.7,2,0,2,0,0,0,0,0.55,0.00,0.55,0.55,0.55,0.3,0.3,0.4,0.7,0.10,0.10,0.19,0.10,0.19,366be751
743,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-173,1998,10,3,300,3.3,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.2,0.2,0.3,0.5,0.05,0.09,0.14,0.05,0.14,745ca0a3
744,Radamel Falcao,co COL,FWMF,Rayo Vallecano,es La Liga,36-327,1986,13,3,416,4.6,2,0,1,1,1,3,0,0.43,0.00,0.43,0.22,0.22,2.5,1.7,0.0,1.7,0.53,0.01,0.54,0.36,0.37,66116290
745,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27-266,1995,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,9f5a610b
746,Fali,es ESP,DFMF,Cádiz,es La Liga,29-144,1993,9,8,621,6.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,72a84002
747,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-070,1991,8,7,478,5.3,0,2,0,0,0,3,0,0.00,0.38,0.38,0.00,0.38,1.2,1.2,0.4,1.6,0.23,0.08,0.31,0.23,0.31,aae9d04a
748,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-064,2002,15,4,530,5.9,3,3,3,0,0,1,0,0.51,0.51,1.02,0.51,1.02,4.9,4.9,0.9,5.8,0.84,0.15,0.98,0.84,0.98,0ba976e4
749,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18-208,2004,9,4,329,3.7,0,1,0,0,0,0,1,0.00,0.27,0.27,0.00,0.27,0.3,0.3,0.3,0.6,0.08,0.10,0.18,0.08,0.18,faf00ab8
750,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35-292,1987,9,9,809,9.0,1,0,1,0,0,2,1,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.7,0.07,0.01,0.08,0.07,0.08,4e358a2d
751,Jacopo Fazzini,it ITA,MFFW,Empoli,it Serie A,19-293,2003,7,1,140,1.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.07,0.12,0.06,0.12,06b08c45
752,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,34-002,1989,7,4,349,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.03,0.08,0.05,0.08,89151b16
753,Nabil Fekir,fr FRA,MFFW,Betis,es La Liga,29-169,1993,9,7,516,5.7,1,1,1,0,0,4,1,0.17,0.17,0.35,0.17,0.35,0.9,0.9,1.4,2.3,0.16,0.25,0.41,0.16,0.41,bece776f
754,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33-232,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,51a3c4c8
755,Luiz Felipe,it ITA,DF,Betis,es La Liga,25-287,1997,8,7,503,5.6,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05,15d0c248
756,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,23-054,1999,13,6,578,6.4,4,3,4,0,0,5,0,0.62,0.47,1.09,0.62,1.09,2.8,2.8,1.3,4.1,0.43,0.21,0.64,0.43,0.64,8aafd64f
757,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-116,1997,7,4,436,4.8,0,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.0,0.0,0.2,0.2,0.00,0.05,0.05,0.00,0.05,677da306
758,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,31-335,1991,12,10,879,9.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.06,0.06,0.00,0.06,e5d01ecf
759,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-076,2004,2,0,39,0.4,1,0,1,0,0,0,0,2.31,0.00,2.31,2.31,2.31,0.3,0.3,0.0,0.3,0.60,0.00,0.60,0.60,0.60,4596da74
760,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23-132,1999,9,6,510,5.7,3,0,3,0,0,1,0,0.53,0.00,0.53,0.53,0.53,0.9,0.9,0.3,1.3,0.17,0.06,0.23,0.17,0.23,ee64a822
761,Bruno Fernandes,pt POR,MFFW,Manchester Utd,eng Premier League,28-117,1994,15,15,1348,15.0,2,2,2,0,0,5,0,0.13,0.13,0.27,0.13,0.27,2.5,2.5,4.4,6.8,0.16,0.29,0.46,0.16,0.46,507c7bdf
762,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26-263,1996,13,9,819,9.1,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.5,0.8,0.03,0.05,0.09,0.03,0.09,3bb625ac
763,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31-245,1991,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,a01c3d54
764,Álex Fernández,es ESP,MFFW,Cádiz,es La Liga,30-080,1992,13,9,789,8.8,2,0,2,0,0,0,0,0.23,0.00,0.23,0.23,0.23,1.3,1.3,0.5,1.8,0.15,0.06,0.21,0.15,0.21,aa677a35
765,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24-265,1998,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,f127d782
766,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26-226,1996,7,4,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.21,0.14,0.34,0.21,0.34,e08647d6
767,Federico Fernández,ar ARG,DF,Elche,es La Liga,33-316,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,f25b010f
768,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26-217,1996,13,11,1045,11.6,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,b86a64b2
769,Mateo Fernández,es ESP,MF,Leeds United,eng Premier League,19-076,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,6ad43f9a
770,Fernando,es ESP,GK,Almería,es La Liga,32-207,1990,14,14,1260,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,dabb2827
771,Fernando,br BRA,MFDF,Sevilla,es La Liga,35-162,1987,7,7,585,6.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,41f32541
772,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-186,1994,12,10,868,9.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.5,0.02,0.04,0.06,0.02,0.06,d0dbca9f
773,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30-297,1992,15,15,1250,13.9,0,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,1.2,1.3,0.01,0.09,0.10,0.01,0.10,375622c5
774,Fidel,es ESP,MFFW,Elche,es La Liga,33-068,1989,5,2,173,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07,eb82b6f1
775,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-204,1998,2,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.14,0.00,0.14,0.14,0.14,50ac8941
776,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,31-093,1991,13,11,929,10.3,7,3,7,0,0,0,0,0.68,0.29,0.97,0.68,0.97,4.2,4.2,1.8,6.0,0.41,0.17,0.58,0.41,0.58,4c370d81
777,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,26-134,1996,2,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,24f59bb2
778,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,22-083,2000,3,1,114,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79f7302a
779,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29-204,1993,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,a92ab7be
780,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22-247,2000,8,5,512,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,9642c929
781,Alexis Flips,fr FRA,DFMF,Reims,fr Ligue 1,22-350,2000,13,10,764,8.5,2,3,2,0,0,1,1,0.24,0.35,0.59,0.24,0.59,1.1,1.1,2.7,3.8,0.13,0.32,0.45,0.13,0.45,caef7840
782,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31-298,1991,2,1,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,e288d4b3
783,Phil Foden,eng ENG,FWDF,Manchester City,eng Premier League,22-220,2000,16,11,930,10.3,7,4,7,0,0,1,0,0.68,0.39,1.06,0.68,1.06,3.7,3.7,2.0,5.7,0.36,0.19,0.55,0.36,0.55,ed1e53f3
784,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27-241,1995,15,14,1292,14.4,3,3,2,1,2,0,0,0.21,0.21,0.42,0.14,0.35,4.6,3.1,2.3,5.4,0.32,0.16,0.49,0.21,0.38,5313ed43
785,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,22-017,2000,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,132a82f1
786,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,22-017,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,132a82f1
787,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,22-135,2000,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,9d420dad
788,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23-358,1999,16,15,1299,14.4,1,0,1,0,0,2,1,0.07,0.00,0.07,0.07,0.07,1.4,1.4,1.7,3.1,0.10,0.12,0.21,0.10,0.21,822d51d7
789,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28-100,1994,3,2,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,90eb507d
790,José Fonte,pt POR,DF,Lille,fr Ligue 1,39-012,1983,16,16,1395,15.5,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.0,1.0,0.4,1.4,0.07,0.02,0.09,0.07,0.09,90f87966
791,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,26-315,1996,15,9,789,8.8,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,1.0,1.6,0.07,0.11,0.18,0.07,0.18,82927de4
792,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,31-072,1991,12,6,584,6.5,2,2,1,1,1,2,0,0.31,0.31,0.62,0.15,0.46,1.7,0.9,0.9,1.8,0.26,0.13,0.39,0.14,0.27,9a2e0ccc
793,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,31-087,1991,5,2,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.26,0.26,0.00,0.26,9f1938ab
794,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34-292,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,c3e39f12
795,Philipp Förster,de GER,MF,Bochum,de Bundesliga,27-333,1995,12,8,652,7.2,1,2,1,0,0,1,0,0.14,0.28,0.41,0.14,0.41,0.5,0.5,0.7,1.2,0.07,0.10,0.16,0.07,0.16,76fa965f
796,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30-261,1992,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,574aa9ec
797,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,25-001,1998,7,1,113,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.03,0.07,0.04,0.07,a9142dc3
798,Dimitri Foulquier,fr FRA,DFMF,Valencia,es La Liga,29-286,1993,9,2,287,3.2,0,1,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,0.0,0.0,0.5,0.5,0.01,0.16,0.17,0.01,0.17,45e17712
799,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24-356,1998,5,3,306,3.4,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,0.4,0.4,0.8,1.1,0.11,0.23,0.34,0.11,0.34,6c7762c3
800,Raphael Framberger,de GER,DFFW,Augsburg,de Bundesliga,27-119,1995,3,2,176,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,626fab5f
801,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22-171,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,6722d4f0
802,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,22-354,2000,4,3,215,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.2,0.2,0.1,0.3,0.08,0.04,0.13,0.08,0.13,697dc00a
803,Przemysław Frankowski,pl POL,DFMF,Lens,fr Ligue 1,27-266,1995,17,13,1187,13.2,1,2,1,0,0,1,0,0.08,0.15,0.23,0.08,0.23,1.3,1.3,2.2,3.5,0.10,0.17,0.27,0.10,0.27,00a8d210
804,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,28-313,1994,8,3,313,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.09,0.11,0.20,0.09,0.20,d56543a0
805,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,23-073,1999,15,15,1210,13.4,4,0,4,0,0,2,0,0.30,0.00,0.30,0.30,0.30,3.7,3.7,0.8,4.5,0.27,0.06,0.34,0.27,0.34,2a7d27c1
806,Fred,br BRA,MF,Manchester Utd,eng Premier League,29-304,1993,13,4,442,4.9,2,0,2,0,0,3,0,0.41,0.00,0.41,0.41,0.41,1.3,1.3,0.9,2.2,0.25,0.18,0.44,0.25,0.44,b853e0ad
807,Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,30-085,1992,8,5,451,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,c067631c
808,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,18-097,2004,7,5,558,6.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.13,0.13,0.00,0.13,29d0f2ac
809,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30-263,1992,13,11,1011,11.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,98d2c2c4
810,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24-293,1998,14,14,1154,12.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.03,0.03,0.00,0.03,f86ad3f5
811,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,27-021,1995,14,10,963,10.7,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.4,1.0,0.06,0.04,0.10,0.06,0.10,b77f44a4
812,Jeremie Frimpong,nl NED,DFMF,Leverkusen,de Bundesliga,22-024,2000,15,14,1175,13.1,5,2,5,0,0,1,0,0.38,0.15,0.54,0.38,0.54,4.0,4.0,2.8,6.8,0.31,0.21,0.52,0.31,0.52,74f2e748
813,Chris Führich,de GER,MFFW,Stuttgart,de Bundesliga,24-359,1998,14,10,873,9.7,2,0,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,1.2,1.2,1.8,3.0,0.12,0.19,0.30,0.12,0.30,0cf778df
814,Angelo Fulgini,fr FRA,MFDF,Mainz 05,de Bundesliga,26-136,1996,14,5,493,5.5,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,0.7,1.1,0.07,0.12,0.20,0.07,0.20,4b96c347
815,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,29-328,1993,14,14,1217,13.5,10,2,7,3,3,4,0,0.74,0.15,0.89,0.52,0.67,7.7,5.1,2.0,7.1,0.57,0.15,0.72,0.38,0.53,4f16405e
816,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23-074,1999,6,4,399,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,c235e803
817,Manolo Gabbiadini,it ITA,MFFW,Sampdoria,it Serie A,31-038,1991,13,5,573,6.4,1,1,1,0,0,2,0,0.16,0.16,0.31,0.16,0.31,1.8,1.8,1.2,3.0,0.28,0.19,0.47,0.28,0.47,8f866fe8
818,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22-243,2000,3,0,33,0.4,0,1,0,0,0,0,0,0.00,2.73,2.73,0.00,2.73,0.1,0.1,0.2,0.3,0.31,0.46,0.77,0.31,0.77,3b387cc7
