Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,-9999
1224,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,30-121,1992,1,1,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,41e7ef1c
1225,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,21-325,2001,12,11,869,9.7,6,5,6,0,0,0,0,0.62,0.52,1.14,0.62,1.14,3.5,3.5,4.2,7.6,0.36,0.43,0.79,0.36,0.79,dea88efd
1226,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,27-144,1995,16,7,675,7.5,2,1,2,0,1,2,0,0.27,0.13,0.40,0.27,0.40,2.2,1.5,0.3,1.8,0.30,0.05,0.34,0.19,0.24,397ba086
1227,Daniel Kyereh,gh GHA,MFFW,Freiburg,de Bundesliga,26-301,1996,9,5,429,4.8,2,0,2,0,0,1,0,0.42,0.00,0.42,0.42,0.42,2.0,2.0,0.1,2.1,0.43,0.02,0.45,0.43,0.45,2770726a
1228,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,it Serie A,26-332,1996,11,9,721,8.0,1,1,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,1.1,1.1,1.4,2.5,0.13,0.18,0.31,0.13,0.31,0a483542
1229,César de la Hoz,es ESP,MF,Almería,es La Liga,30-279,1992,9,7,673,7.5,1,0,1,0,0,4,0,0.13,0.00,0.13,0.13,0.13,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,60abea75
1230,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24-225,1998,6,0,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,e9241b40
1231,Rémy Labeau Lascary,gp GLP,MF,Lens,fr Ligue 1,19-306,2003,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.08,0.10,0.18,0.08,0.18,c90f380c
1232,Gaëtan Laborde,fr FRA,FWMF,Nice,fr Ligue 1,28-245,1994,12,10,903,10.0,3,0,3,0,0,0,0,0.30,0.00,0.30,0.30,0.30,1.8,1.8,2.0,3.8,0.18,0.20,0.37,0.18,0.37,7cdda3bf
1233,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28-245,1994,4,3,249,2.8,2,0,2,0,0,0,0,0.72,0.00,0.72,0.72,0.72,1.7,1.7,0.2,1.9,0.62,0.07,0.69,0.62,0.69,7cdda3bf
1234,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31-220,1991,17,17,1473,16.4,10,4,7,3,3,2,0,0.61,0.24,0.86,0.43,0.67,9.9,7.5,3.7,11.2,0.60,0.23,0.83,0.46,0.68,9dbb75ca
1235,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,26-349,1996,9,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.06,0.08,0.15,0.06,0.15,eb0db257
1236,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22-272,2000,10,9,804,8.9,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,277c49ed
1237,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23-345,1999,16,16,1439,16.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,4e7db402
1238,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25-221,1997,4,4,334,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.01,0.07,0.09,0.01,0.09,c1b7847c
1239,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,30-129,1992,4,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,4aea5077
1240,Adam Lallana,eng ENG,MFFW,Brighton,eng Premier League,34-238,1988,13,10,615,6.8,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,0.8,0.8,0.9,1.7,0.12,0.13,0.25,0.12,0.25,99813635
1241,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32-278,1990,9,5,477,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.07,0.00,0.07,0.07,0.07,591477c9
1242,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,30-305,1992,14,10,1001,11.1,3,0,3,0,0,6,1,0.27,0.00,0.27,0.27,0.27,2.8,2.8,1.0,3.8,0.25,0.09,0.34,0.25,0.34,abe66106
1243,Mohamed Lamine Bayo,gn GUI,FWMF,Lille,fr Ligue 1,24-213,1998,10,2,216,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,1.2,1.2,1.2,2.3,0.48,0.50,0.98,0.48,0.98,01870104
1244,Sam Lammers,nl NED,FW,Empoli,it Serie A,25-248,1997,14,10,883,9.8,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,2.3,2.3,0.7,2.9,0.23,0.07,0.30,0.23,0.30,c283ddef
1245,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,22-095,2000,13,1,286,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,f4e433d4
1246,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,29-322,1993,5,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,26f6dca8
1247,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28-221,1994,4,3,286,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.04,0.10,0.06,0.10,119b9a8e
1248,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29-060,1993,16,16,1429,15.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,f066022d
1249,Juan Larios,es ESP,DF,Southampton,eng Premier League,18-356,2004,5,2,152,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,cf7fb13a
1250,Yasser Larouci,dz ALG,DFMF,Troyes,fr Ligue 1,22-002,2001,14,9,783,8.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.3,1.6,0.04,0.15,0.19,0.04,0.19,0ed063d6
1251,Jordan Larsson,se SWE,FWMF,Schalke 04,de Bundesliga,25-197,1997,9,3,338,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.4,1.6,0.31,0.11,0.43,0.31,0.43,72984eee
1252,Kevin Lasagna,it ITA,FWMF,Hellas Verona,it Serie A,30-146,1992,13,9,842,9.4,1,2,1,0,0,1,0,0.11,0.21,0.32,0.11,0.32,4.3,4.3,1.1,5.4,0.46,0.11,0.57,0.46,0.57,09538fdb
1253,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29-053,1993,4,1,107,1.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,450ab6fc
1254,Latasa,es ESP,FWDF,Getafe,es La Liga,21-286,2001,7,0,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.56,0.00,0.56,0.56,0.56,2bea832e
1255,Toni Lato,es ESP,DFMF,Valencia,es La Liga,25-043,1997,9,2,276,3.1,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.4,0.4,0.7,1.0,0.12,0.22,0.34,0.12,0.34,8e088e04
1256,Danny Latza,de GER,MFFW,Schalke 04,de Bundesliga,33-027,1989,9,1,184,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.05,0.05,33b554b7
1257,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24-030,1998,9,9,748,8.3,2,3,2,0,0,3,1,0.24,0.36,0.60,0.24,0.60,1.1,1.1,3.3,4.4,0.13,0.39,0.52,0.13,0.52,2d22cea7
1258,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,24-030,1998,3,3,266,3.0,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,1.8,1.8,1.1,2.9,0.60,0.38,0.98,0.60,0.98,2d22cea7
1259,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,18-362,2004,8,6,558,6.2,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,0.2,0.2,0.2,0.4,0.03,0.03,0.06,0.03,0.06,ecad9aa5
1260,Lázaro,br BRA,MFFW,Almería,es La Liga,20-297,2002,6,2,206,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.2,0.2,0.1,0.3,0.10,0.05,0.15,0.10,0.15,86ff856b
1261,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26-285,1996,13,11,905,10.1,0,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.7,2.0,0.03,0.17,0.20,0.03,0.20,016ff750
1262,Marko Lazetić,rs SRB,FW,Milan,it Serie A,18-346,2004,1,0,9,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.63,0.00,0.63,0.63,0.63,93088fbb
1263,Darko Lazović,rs SRB,DFMF,Hellas Verona,it Serie A,32-110,1990,11,10,835,9.3,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,0.6,0.6,2.0,2.6,0.07,0.21,0.28,0.07,0.28,5128bde4
1264,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29-035,1993,13,13,992,11.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03,02caf6e0
1265,Théo Le Bris,fr FRA,MFDF,Lorient,fr Ligue 1,20-094,2002,14,9,815,9.1,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.8,0.8,0.6,1.4,0.09,0.07,0.16,0.09,0.16,afe39ca8
1266,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25-153,1997,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,547a72ad
1267,Jérémy Le Douaron,fr FRA,FWMF,Brest,fr Ligue 1,24-257,1998,12,6,600,6.7,3,0,3,0,0,1,0,0.45,0.00,0.45,0.45,0.45,4.0,4.0,0.0,4.1,0.60,0.01,0.61,0.60,0.61,88c4d190
1268,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22-334,2000,17,17,1485,16.5,3,3,3,0,0,2,0,0.18,0.18,0.36,0.18,0.36,1.9,1.9,4.5,6.4,0.12,0.27,0.39,0.12,0.39,6f806d99
1269,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,33-080,1989,17,17,1530,17.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.04,0.02,0.06,0.04,0.06,2321ea6e
1270,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,33-084,1989,13,12,967,10.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.03,0.04,0.02,0.04,321a71a7
1271,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,26-053,1996,12,10,906,10.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,9a64e67e
1272,Rafael Leão,pt POR,FWMF,Milan,it Serie A,23-207,1999,14,12,1005,11.2,6,4,6,0,0,4,1,0.54,0.36,0.90,0.54,0.90,4.9,4.9,2.7,7.6,0.44,0.24,0.68,0.44,0.68,20730eae
1273,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31-252,1991,10,10,899,10.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,2fa2a875
1274,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29-324,1993,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,6c4776b1
1275,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29-223,1993,13,13,1057,11.7,2,0,2,0,0,4,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.5,1.2,0.06,0.04,0.10,0.06,0.10,f5044e54
1276,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23-345,1999,13,13,1098,12.2,0,1,0,0,0,1,1,0.00,0.08,0.08,0.00,0.08,0.5,0.5,0.4,0.9,0.04,0.03,0.07,0.04,0.07,c4987edc
1277,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24-230,1998,7,7,620,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,7e12a98d
1278,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31-228,1991,13,13,1038,11.5,3,0,3,0,0,4,1,0.26,0.00,0.26,0.26,0.26,1.2,1.2,0.2,1.3,0.10,0.02,0.12,0.10,0.12,6eaed4eb
1279,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29-244,1993,12,10,947,10.5,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.3,0.6,0.02,0.03,0.05,0.02,0.05,59b7d823
1280,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,27-052,1995,10,5,415,4.6,0,2,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.0,0.0,0.9,0.9,0.01,0.20,0.20,0.01,0.20,4dbd0916
1281,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,19-060,2003,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0bdda685
1282,Mario Lemina,ga GAB,MFDF,Nice,fr Ligue 1,29-124,1993,13,11,790,8.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04,2b471f99
1283,Tim Lemperle,de GER,FW,Köln,de Bundesliga,20-332,2002,3,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.20,0.76,0.96,0.20,0.96,792ffa71
1284,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27-200,1995,10,9,750,8.3,0,2,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,0.6,1.2,0.07,0.07,0.14,0.07,0.14,4f28a6ff
1285,Bernd Leno,de GER,GK,Fulham,eng Premier League,30-305,1992,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2628fd2b
1286,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,28-103,1994,9,4,471,5.2,0,2,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,0.2,0.2,0.9,1.1,0.05,0.17,0.21,0.05,0.21,bbd86530
1287,Sergio León,es ESP,FW,Valladolid,es La Liga,33-362,1989,14,8,706,7.8,5,1,4,1,2,0,1,0.64,0.13,0.76,0.51,0.64,3.2,1.7,0.7,2.3,0.41,0.08,0.50,0.21,0.30,0a0cc13c
1288,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,20-073,2002,13,9,863,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,1e52971c
1289,Mehdi Léris,dz ALG,MFDF,Sampdoria,it Serie A,24-225,1998,13,10,849,9.4,0,1,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,1.5,1.5,0.5,1.9,0.15,0.05,0.21,0.15,0.21,7d3cbc67
1290,Jefferson Lerma,co COL,MFDF,Bournemouth,eng Premier League,28-070,1994,17,17,1530,17.0,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.2,1.2,0.4,1.6,0.07,0.02,0.09,0.07,0.09,9b5ce51a
1291,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33-271,1989,16,16,1358,15.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,1e7aea56
1292,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,22-323,2000,11,4,409,4.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.10,0.07,0.17,0.10,0.17,fcc84a07
1293,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,34-135,1988,15,14,1154,12.8,13,4,13,0,1,2,1,1.01,0.31,1.33,1.01,1.33,11.5,10.7,2.4,13.1,0.89,0.19,1.08,0.83,1.02,8d78e732
1294,Jamie Leweling,de GER,FW,Union Berlin,de Bundesliga,21-311,2001,6,0,117,1.3,0,1,0,0,0,1,0,0.00,0.77,0.77,0.00,0.77,0.4,0.4,0.2,0.5,0.28,0.14,0.42,0.28,0.42,13fe7b69
1295,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,24-343,1998,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,efb9215a
1296,Rico Lewis,eng ENG,MFDF,Manchester City,eng Premier League,18-043,2004,5,2,191,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.12,0.12,0.00,0.12,b57e066e
1297,Keane Lewis-Potter,eng ENG,FWMF,Brentford,eng Premier League,21-315,2001,8,3,304,3.4,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.5,0.5,1.2,1.7,0.14,0.37,0.51,0.14,0.51,41f08ac8
1298,Dimitri Liénard,fr FRA,DFMF,Strasbourg,fr Ligue 1,34-324,1988,13,9,744,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.9,1.3,0.05,0.11,0.16,0.05,0.16,f7691f63
1299,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26-176,1996,15,15,1347,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.03,0.02,0.05,0.03,0.05,302527b2
1300,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,23-144,1999,12,9,767,8.5,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.2,0.2,0.1,0.3,0.03,0.01,0.03,0.03,0.03,d6e53a3a
1301,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28-170,1994,5,3,352,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,f5deef4c
1302,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,de Bundesliga,22-308,2000,14,12,910,10.1,6,0,6,0,0,1,0,0.59,0.00,0.59,0.59,0.59,5.1,5.1,1.5,6.5,0.50,0.15,0.65,0.50,0.65,37dc1a48
1303,Karol Linetty,pl POL,MF,Torino,it Serie A,27-335,1995,14,11,954,10.6,1,0,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,0.7,0.7,0.6,1.2,0.06,0.05,0.12,0.06,0.12,d023d70f
1304,Jesse Lingard,eng ENG,FWMF,Nott'ham Forest,eng Premier League,30-019,1992,14,11,861,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.7,1.7,0.11,0.07,0.18,0.11,0.18,810e3c74
1305,Pol Lirola,es ESP,DF,Elche,es La Liga,25-143,1997,8,7,548,6.1,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.2,0.2,0.7,0.9,0.03,0.11,0.14,0.03,0.14,ff800ed8
1306,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25-310,1997,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,fd78b105
1307,Marcin Listkowski,pl POL,MFFW,Lecce,it Serie A,24-327,1998,5,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,a3695ac2
1308,Dejan Ljubicic,at AUT,MF,Köln,de Bundesliga,25-087,1997,9,7,560,6.2,3,0,3,0,0,1,0,0.48,0.00,0.48,0.48,0.48,1.2,1.2,0.6,1.9,0.20,0.10,0.30,0.20,0.30,c455a2b2
1309,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,20-114,2002,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,38b0cf42
1310,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,29-140,1993,8,7,649,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.10,0.00,0.10,0.10,0.10,bba30585
1311,Marcos Llorente,es ESP,DFMF,Atlético Madrid,es La Liga,27-338,1995,9,9,752,8.4,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,1.4,2.0,0.08,0.17,0.24,0.08,0.24,02c15616
1312,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,36-008,1986,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,8f62b6ee
1313,Giovani Lo Celso,ar ARG,MFFW,Villarreal,es La Liga,26-269,1996,8,8,521,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.3,1.3,0.2,1.5,0.22,0.04,0.26,0.22,0.26,d7553721
1314,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28-039,1994,15,13,1211,13.5,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05,e1cbb531
1315,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24-360,1998,12,12,969,10.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.0,0.04,0.05,0.10,0.04,0.10,a8a874f1
1316,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24-219,1998,12,12,964,10.7,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.0,1.3,0.03,0.10,0.12,0.03,0.12,c8ad0857
1317,Banzouzi Locko,fr FRA,DF,Reims,fr Ligue 1,20-242,2002,14,13,1056,11.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.05,0.06,0.02,0.06,40221fa7
1318,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24-270,1998,9,8,656,7.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.06,0.05,0.10,0.06,0.10,ed9f7cfe
1319,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,eng Premier League,26-345,1996,14,12,954,10.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.9,1.8,0.08,0.09,0.17,0.08,0.17,e97fd090
1320,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25-065,1997,17,13,1235,13.7,1,2,1,0,0,2,0,0.07,0.15,0.22,0.07,0.22,1.6,1.6,1.8,3.5,0.12,0.13,0.25,0.12,0.25,a2b105e0
1321,Ademola Lookman,ng NGA,FWMF,Atalanta,it Serie A,25-075,1997,15,10,858,9.5,7,1,5,2,2,1,0,0.73,0.10,0.84,0.52,0.63,5.4,3.8,3.0,6.8,0.57,0.32,0.88,0.40,0.72,7c104bb7
1322,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32-094,1990,14,14,1196,13.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,f00de885
1323,Rony Lopes,pt POR,MFFW,Troyes,fr Ligue 1,27-006,1995,13,11,806,9.0,3,5,3,0,0,2,0,0.33,0.56,0.89,0.33,0.89,2.1,2.1,1.9,4.0,0.24,0.21,0.44,0.24,0.44,7c2965bb
1324,David López,es ESP,DFMF,Girona,es La Liga,33-086,1989,9,9,780,8.7,2,1,2,0,0,2,0,0.23,0.12,0.35,0.23,0.35,0.4,0.4,0.3,0.7,0.05,0.03,0.08,0.05,0.08,f03f284b
1325,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,41-061,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,73683fa9
1326,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,25-030,1997,13,12,1083,12.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.4,2.0,0.04,0.12,0.16,0.04,0.16,20094685
1327,Pau López,es ESP,GK,Marseille,fr Ligue 1,28-021,1994,14,14,1260,14.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,20b9f052
1328,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,27-065,1995,14,6,583,6.5,1,2,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,0.9,0.9,0.5,1.4,0.13,0.08,0.21,0.13,0.21,88050721
1329,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20-335,2002,13,8,630,7.0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.08,0.10,0.02,0.10,64c14d49
1330,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36-299,1986,15,15,1329,14.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,07c7eb0c
