Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
1430,Jérémy Le Douaron,fr FRA,FWMF,Brest,fr Ligue 1,22,1998,9.1,15,10,9,4,2,7,21,33.3,14,14,1,13,8,23,11,0,88c4d190
1431,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,20,2000,20.2,51,28,23,23,5,27,73,37.0,46,30,6,24,25,76,10,0,6f806d99
1432,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,30,1989,25.6,42,29,16,24,2,18,49,36.7,31,27,5,22,44,86,44,0,2321ea6e
1433,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,30,1989,1.4,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,3,0,321a71a7
1434,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,23,1996,30.5,34,20,25,8,1,9,19,47.4,10,35,24,11,36,70,87,1,9a64e67e
1435,Damien Le Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,30,1990,13.6,16,10,10,4,2,10,30,33.3,20,15,8,7,25,41,21,2,8f4d116f
1436,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,24,1996,2.8,5,2,1,3,1,2,2,100.0,0,3,0,3,1,6,1,1,7cf431a5
1437,Rafael Leão,pt POR,FW,Milan,it Serie A,21,1999,21.4,13,6,4,7,2,6,15,40.0,9,17,0,17,4,17,14,1,20730eae
1438,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,34,1985,36.8,3,2,3,0,0,3,5,60.0,2,0,0,0,1,4,14,4,edbe46dc
1439,Mathew Leckie,au AUS,FWDF,Hertha BSC,de Bundesliga,29,1991,5.6,12,3,5,5,2,4,11,36.4,7,8,0,8,13,25,9,0,b93b7882
1440,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,29,1991,28.0,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,20,1,2fa2a875
1441,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,27,1993,32.0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,22,6,6c4776b1
1442,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27,1993,22.9,67,39,33,31,3,25,83,30.1,58,50,14,36,29,96,31,1,f5044e54
1443,Lucas Leiva,br BRA,MF,Lazio,it Serie A,33,1987,23.7,68,32,38,28,2,30,86,34.9,56,21,0,21,57,125,21,0,4c78b5ed
1444,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,29,1991,33.5,43,32,36,7,0,21,35,60.0,14,38,24,14,51,94,149,1,6eaed4eb
1445,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,27,1993,7.2,9,7,6,3,0,3,8,37.5,5,8,1,7,4,13,24,0,59b7d823
1446,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,24,1995,15.2,30,17,9,17,4,11,24,45.8,13,22,1,21,11,41,10,0,4dbd0916
1447,Mario Lemina,ga GAB,MF,Fulham,eng Premier League,26,1993,18.9,62,35,25,30,7,23,44,52.3,21,26,5,21,30,92,21,0,2b471f99
1448,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,33,1987,21.5,74,45,39,33,2,36,89,40.4,53,25,1,24,27,101,35,0,54d51e22
1449,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,25,1995,27.5,36,21,23,10,3,19,28,67.9,9,26,12,14,33,69,71,1,4f28a6ff
1450,Bernd Leno,de GER,GK,Arsenal,eng Premier League,28,1992,34.8,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,11,2,2628fd2b
1451,Christopher Lenz,de GER,DFFW,Union Berlin,de Bundesliga,25,1994,25.0,74,41,39,30,5,35,71,49.3,36,34,5,29,35,109,50,0,bbd86530
1452,Pedro León,es ESP,MFFW,Eibar,es La Liga,33,1986,10.4,9,8,3,3,3,3,17,17.6,14,11,0,11,7,16,2,0,d66b9872
1453,Sergio León,es ESP,FW,Levante,es La Liga,31,1989,8.3,6,2,0,4,2,2,8,25.0,6,4,0,4,3,9,2,0,0a0cc13c
1454,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,27,1993,12.9,24,13,14,9,1,11,30,36.7,19,13,3,10,14,38,25,1,1b82f8df
1455,Mehdi Léris,dz ALG,DFMF,Sampdoria,it Serie A,22,1998,4.3,11,5,6,4,1,6,16,37.5,10,12,2,10,12,23,15,0,7d3cbc67
1456,Khanya Leshabela,za RSA,MF,Leicester City,eng Premier League,20,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,383e68b1
1457,Karlo Letica,hr CRO,GK,Sampdoria,it Serie A,23,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,4a6914ff
1458,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,1990,17.4,36,25,19,13,4,17,36,47.2,19,15,3,12,20,56,42,1,3dd45b70
1459,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,31,1988,27.3,15,9,0,7,8,2,13,15.4,11,9,1,8,3,18,11,0,8d78e732
1460,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,1998,20.4,37,20,23,13,1,16,38,42.1,22,21,7,14,11,48,44,1,efb9215a
1461,Aaron Leya Iseka,be BEL,FW,Metz,fr Ligue 1,22,1997,11.2,6,4,2,3,1,0,4,0.0,4,4,2,2,0,6,6,0,29ef0f49
1462,Yanis Lhery,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,cc972842
1463,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,32,1988,20.3,39,27,17,19,3,24,55,43.6,31,23,1,22,18,57,10,0,f7691f63
1464,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,21,13,12,7,2,9,20,45.0,11,30,21,9,42,63,100,0,302527b2
1465,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,1999,24.7,37,19,20,16,1,18,28,64.3,10,42,21,21,31,68,64,0,d6e53a3a
1466,Isaac Lihadji,fr FRA,MFFW,Lille,fr Ligue 1,18,2002,2.2,11,4,2,6,3,4,5,80.0,1,5,1,4,1,12,0,1,57a46f3f
1467,Dimitris Limnios,gr GRE,MFFW,Köln,de Bundesliga,22,1998,4.2,9,6,3,5,1,5,6,83.3,1,5,0,5,2,11,1,0,62c7067a
1468,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,22,10,12,10,0,12,24,50.0,12,22,14,8,30,52,95,1,f5deef4c
1469,Karol Linetty,pl POL,MF,Torino,it Serie A,25,1995,20.4,38,28,13,19,6,16,45,35.6,29,19,5,14,15,53,7,0,d023d70f
1470,Jesse Lingard,eng ENG,MFFW,West Ham,eng Premier League,27,1992,15.8,12,6,4,8,0,5,14,35.7,9,7,1,6,4,16,0,0,810e3c74
1471,Pol Lirola,es ESP,DFFW,Fiorentina,it Serie A,22,1997,5.5,13,8,8,2,3,6,12,50.0,6,6,3,3,6,19,9,0,ff800ed8
1472,Pol Lirola,es ESP,DFFW,Marseille,fr Ligue 1,22,1997,17.3,28,16,11,15,2,16,28,57.1,12,18,5,13,25,53,26,0,ff800ed8
1473,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,30,1989,13.8,33,18,14,16,3,14,31,45.2,17,21,6,15,16,49,26,0,b98570d1
1474,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,34,21,21,13,0,19,32,59.4,13,18,13,5,20,54,40,2,bba30585
1475,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1993,1.0,1,0,1,0,0,1,2,50.0,1,1,1,0,2,3,5,0,bba30585
1476,Fernando Llorente,es ESP,FW,Udinese,it Serie A,35,1985,7.9,4,1,2,2,0,2,5,40.0,3,3,0,3,2,6,17,0,82dbf623
1477,Fernando Llorente,es ESP,FWMF,Napoli,it Serie A,35,1985,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,82dbf623
1478,Marcos Llorente,es ESP,MFFW,Atlético Madrid,es La Liga,25,1995,32.8,71,42,21,40,10,26,62,41.9,36,40,3,37,29,100,28,0,02c15616
1479,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,33,1986,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,8f62b6ee
1480,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,24,1996,10.5,28,22,12,11,5,10,29,34.5,19,12,1,11,7,35,5,0,d7553721
1481,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,25,1994,1.7,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,1,1,e1cbb531
1482,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,22,1998,32.0,81,47,43,28,10,29,56,51.8,27,35,15,20,51,132,65,1,a8a874f1
1483,Renan Lodi,br BRA,DFFW,Atlético Madrid,es La Liga,22,1998,12.5,30,17,13,12,5,17,26,65.4,9,15,0,15,16,46,18,0,ed9f7cfe
1484,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,e97fd090
1485,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,eng Premier League,24,1996,21.2,25,14,7,15,3,7,23,30.4,16,20,2,18,7,32,18,0,e97fd090
1486,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,9321b8ed
1487,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,11,6,9,2,0,7,9,77.8,2,11,7,4,6,17,24,0,5a4280b1
1488,Shane Long,ie IRL,FW,Southampton,eng Premier League,33,1987,2.3,2,1,0,0,2,2,3,66.7,1,0,0,0,3,5,1,0,9f472354
1489,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,2000,4.2,3,2,2,1,0,2,8,25.0,6,7,0,7,7,10,2,0,c0027d2d
1490,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,1997,15.7,31,14,13,15,3,18,42,42.9,24,26,5,21,19,50,14,2,a2b105e0
1491,Ademola Lookman,ng NGA,FWMF,Fulham,eng Premier League,22,1997,30.5,35,11,18,9,8,13,44,29.5,31,31,1,30,20,55,9,0,7c104bb7
1492,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,20,1,f00de885
1493,Rony Lopes,pt POR,FWMF,Nice,fr Ligue 1,24,1995,19.8,20,14,4,13,3,6,27,22.2,21,14,3,11,8,28,6,0,7c2965bb
1494,Adrián López,es ESP,FWMF,Osasuna,es La Liga,32,1988,5.3,3,3,0,1,2,1,5,20.0,4,3,0,3,0,3,3,0,88a359d4
1495,Javi López,es ESP,DFMF,Alavés,es La Liga,18,2002,2.8,5,5,3,2,0,2,3,66.7,1,2,0,2,3,8,3,1,e9ada8cf
1496,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,24,13,15,6,3,14,41,34.1,27,9,0,9,16,40,10,1,20094685
1497,Maxime Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,22,1997,1.5,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0,20094685
1498,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,23,15,10,8,5,15,22,68.2,7,10,4,6,16,39,23,1,a60823a4
1499,Pau López,es ESP,GK,Roma,it Serie A,25,1994,20.2,2,0,2,0,0,2,2,100.0,0,1,0,1,0,2,7,4,20b9f052
1500,Roberto López,es ESP,MFFW,Real Sociedad,es La Liga,20,2000,5.6,5,1,1,2,2,2,5,40.0,3,2,0,2,4,9,6,0,2a8c9f98
1501,Unai López,es ESP,MF,Athletic Club,es La Liga,24,1995,15.8,27,17,13,13,1,10,29,34.5,19,20,5,15,18,45,9,1,88050721
1502,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2002,2.8,1,1,0,1,0,0,0,,0,0,0,0,2,3,1,0,64c14d49
1503,Jordan Lotomba,ch SUI,DFMF,Nice,fr Ligue 1,21,1998,23.6,35,25,19,11,5,20,34,58.8,14,19,7,12,33,68,52,1,fc4cf6a7
1504,Adrien Louveau,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,85847c67
1505,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,21,1999,26.4,55,28,25,26,4,21,69,30.4,48,20,4,16,33,88,15,2,e1df6989
1506,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,23,12,14,6,3,12,23,52.2,11,20,10,10,37,60,50,1,5fa57166
1507,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,26,11,18,6,2,9,21,42.9,12,12,4,8,5,31,11,0,7af88b33
1508,Eduard Löwen,de GER,MFDF,Hertha BSC,de Bundesliga,23,1997,0.9,5,1,3,1,1,2,5,40.0,3,1,0,1,1,6,1,0,70678132
1509,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,54,32,31,22,1,32,73,43.8,41,36,13,23,56,110,91,1,9a9c05db
1510,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,27,1993,16.9,12,4,1,5,6,2,13,15.4,11,3,1,2,3,15,8,0,38699c72
1511,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,25,1995,21.8,29,18,10,13,6,10,36,27.8,26,37,1,36,18,47,14,0,a69e4806
1512,Jan Luca Schuler,de GER,FW,Schalke 04,de Bundesliga,21,1999,0.4,2,2,1,1,0,0,1,0.0,1,1,0,1,0,2,0,0,6ca598d5
1513,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1998,1.9,3,2,2,1,0,1,4,25.0,3,3,1,2,2,5,1,0,a99138af
1514,Jean Lucas,br BRA,MFFW,Brest,fr Ligue 1,22,1998,11.2,19,13,10,9,0,8,29,27.6,21,7,0,7,8,27,10,1,a99138af
1515,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,40,25,23,17,0,20,40,50.0,20,30,7,23,27,67,53,0,5569bf9a
1516,Jeison Lucumí,co COL,MF,Elche,es La Liga,25,1995,0.5,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,8abefbcf
1517,Kilian Ludewig,de GER,DFFW,Schalke 04,de Bundesliga,20,2000,5.8,16,6,10,5,1,8,25,32.0,17,7,0,7,3,19,14,0,9b1b7d78
1518,Florentino Luís,pt POR,MF,Monaco,fr Ligue 1,20,1999,2.7,7,2,4,2,1,6,10,60.0,4,1,0,1,6,13,2,1,881cd6be
1519,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25,1995,31.6,59,33,40,13,6,33,68,48.5,35,22,3,19,38,97,62,1,b05e2dbd
1520,José Luis Morales,es ESP,MFFW,Levante,es La Liga,33,1987,27.1,18,10,7,9,2,8,36,22.2,28,17,0,17,11,29,11,0,4a478107
1521,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27.0,67,33,41,19,7,24,48,50.0,24,30,16,14,79,146,60,2,921f6058
1522,Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2.0,3,3,2,1,0,1,3,33.3,2,3,0,3,4,7,7,0,a7f00c8c
1523,Luismi,es ESP,MFDF,Elche,es La Liga,28,1992,1.9,4,2,1,3,0,1,2,50.0,1,2,0,2,4,8,0,0,c2cfbfc9
1524,David Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,12,9,5,7,0,4,4,100.0,0,16,9,7,16,28,50,2,c0e27d1a
1525,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,22,1998,30.9,49,18,22,26,1,20,58,34.5,38,52,17,35,43,92,44,2,6f7d826d
1526,Romelu Lukaku,be BEL,FW,Inter,it Serie A,27,1993,32.0,11,1,1,6,4,6,14,42.9,8,11,1,10,3,14,34,0,5eae500a
1527,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,22,1997,20.6,21,14,13,5,3,9,20,45.0,11,14,1,13,12,33,8,0,0c61c77c
1528,Saša Lukić,rs SRB,MF,Torino,it Serie A,23,1996,23.4,32,13,11,18,3,15,50,30.0,35,23,5,18,17,49,17,0,c6e8cf1f
1529,Senad Lulić,ba BIH,DF,Lazio,it Serie A,34,1986,8.0,14,7,6,5,3,7,15,46.7,8,10,1,9,4,18,13,0,7fd58fe3
1530,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,1994,22.6,25,16,12,11,2,13,47,27.7,34,26,8,18,14,39,29,1,0df2b165
1531,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,38,20,28,8,2,16,27,59.3,11,17,7,10,27,65,74,1,997fff07
1532,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,8,3,7fe12375
1533,Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,21,14,13,6,2,8,14,57.1,6,36,26,10,46,67,76,0,b5bf1770
1534,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,34,21,22,9,3,22,38,57.9,16,34,13,21,32,66,94,0,5efc5389
1535,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1990,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,d4133fa1
1536,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,21,1998,12.4,26,12,6,16,4,11,38,28.9,27,25,4,21,9,35,4,0,83d074ff
1537,Darwin Machís,ve VEN,FWMF,Granada,es La Liga,27,1993,22.5,30,17,12,10,8,6,19,31.6,13,21,2,19,22,52,13,0,ed6ea4d9
1538,Tim Maciejewski,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,bfd522a6
1539,Luca Mack,de GER,MF,Stuttgart,de Bundesliga,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,81868f73
1540,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6.0,30,20,20,8,2,7,19,36.8,12,6,2,4,9,39,13,0,0bb6e193
1541,James Maddison,eng ENG,MF,Leicester City,eng Premier League,23,1996,23.3,32,16,5,16,11,14,41,34.1,27,14,1,13,9,41,5,0,ee38d9c5
1542,Mikail Maden,no NOR,FW,Schalke 04,de Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,fc0f3ef3
1543,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23,1997,21.8,26,17,21,4,1,12,26,46.2,14,18,6,12,35,61,27,0,5db04597
1544,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,54,31,28,24,2,17,42,40.5,25,29,15,14,44,98,78,1,01a49bd2
1545,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,9,4,2,7,0,3,9,33.3,6,4,1,3,2,11,6,0,31d7f557
1546,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,22,1998,24.6,61,36,26,28,7,21,53,39.6,32,33,6,27,19,80,25,1,957e4c87
1547,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,1984,4.9,7,5,2,5,0,3,10,30.0,7,6,2,4,13,20,10,0,07767f42
1548,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,26,15,14,9,3,9,16,56.3,7,25,16,9,44,70,105,1,cce9f582
1549,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,1998,6.7,24,12,10,13,1,20,40,50.0,20,6,1,5,14,38,8,0,d4d35152
1550,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,29,17,19,10,0,18,29,62.1,11,28,23,5,60,89,122,4,d8931174
1551,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2000,0.7,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,ab99e4a0
1552,Hicham Mahou,fr FRA,FW,Nice,fr Ligue 1,21,1999,0.4,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,0,0,f329ec76
1553,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,1991,21.7,20,5,2,10,8,6,30,20.0,24,19,0,19,8,28,4,0,892d5bb1
1554,Arne Maier,de GER,MF,Arminia,de Bundesliga,21,1999,11.5,13,9,5,7,1,4,11,36.4,7,10,3,7,8,21,11,1,ab700320
1555,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,21,1999,0.3,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,ab700320
1556,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,24,1996,29.9,81,52,36,40,5,42,85,49.4,43,37,6,31,49,130,36,0,e768de1f
1557,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,25,1995,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2,fcb38f57
1558,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,eng Premier League,22,1997,5.4,11,7,6,5,0,8,12,66.7,4,12,2,10,14,25,7,1,e3a5814e
1559,Ainsley Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,1997,13.7,22,10,7,8,7,9,28,32.1,19,12,1,11,17,39,24,0,e3a5814e
1560,Josh Maja,ng NGA,FW,Fulham,eng Premier League,21,1998,9.0,7,4,0,3,4,4,10,40.0,6,3,1,2,4,11,1,0,bc0bfc64
1561,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,1998,8.9,8,2,3,3,2,3,14,21.4,11,3,0,3,6,14,9,0,bc0bfc64
1562,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,20de219a
1563,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,28,1991,6.1,1,1,1,0,0,1,6,16.7,5,0,0,0,2,3,2,0,46907171
1564,Marco Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,1.4,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,a27ecdc2
1565,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,8,7,5,3,0,3,13,23.1,10,7,1,6,5,13,7,0,22bfb57e
1566,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,50,28,22,24,4,19,46,41.3,27,40,9,31,57,107,46,1,00b28772
1567,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,18,9,11,6,1,9,18,50.0,9,15,6,9,21,39,49,3,16b9d5cf
1568,Filip Malbašić,rs SRB,FWMF,Cádiz,es La Liga,27,1992,9.6,12,7,4,5,3,6,18,33.3,12,10,0,10,4,16,2,0,04981123
1569,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,1991,2.3,5,3,2,2,1,0,1,0.0,1,5,0,5,3,8,6,0,d6a889ea
1570,Kévin Malcuit,ma MAR,FWMF,Napoli,it Serie A,29,1991,0.4,2,1,2,0,0,0,1,0.0,1,0,0,0,2,4,2,0,d6a889ea
1571,Daniel Maldini,it ITA,FWDF,Milan,it Serie A,18,2001,0.3,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,801831fe
1572,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,27,1993,20.8,19,8,2,13,4,8,23,34.8,15,16,1,15,2,21,4,0,48d5bd33
1573,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,f3722c97
1574,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,58,40,34,23,1,24,52,46.2,28,42,11,31,37,95,77,0,cb574619
1575,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26.0,55,26,28,24,3,23,51,45.1,28,38,9,29,43,98,36,2,bbc19252
1576,Dennis Man,ro ROU,FWMF,Parma,it Serie A,21,1998,7.8,12,6,6,4,2,6,21,28.6,15,5,0,5,2,14,6,0,2079b3cc
1577,Hianga Mananga Mbock,fr FRA,MFFW,Brest,fr Ligue 1,20,1999,5.1,4,3,2,2,0,2,9,22.2,7,2,0,2,3,7,6,0,0f86995c
1578,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,42,27,23,17,2,30,63,47.6,33,23,2,21,35,77,61,0,c26a3918
1579,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,53,29,29,22,2,19,34,55.9,15,41,19,22,72,125,79,3,5aa53281
1580,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,8,6,1d2d5cc8
1581,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,79,43,39,32,8,35,58,60.3,23,26,3,23,45,124,53,0,c20bdcd7
1582,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,30,17,20,10,0,10,16,62.5,6,21,13,8,39,69,90,0,fbd6378b
1583,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,8,5,3,4,1,3,10,30.0,7,10,3,7,6,14,5,0,c7259b83
1584,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,19,4,4,9,6,7,30,23.3,23,19,6,13,20,39,19,0,c7259b83
1585,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,7,6,2,4,1,2,3,66.7,1,0,0,0,2,9,3,0,afa0d4e0
1586,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,48,30,6,22,20,12,33,36.4,21,30,0,30,15,63,11,0,c691bfe2
1587,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,e4b39692
1588,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,0,0,0,0,0,0,1,0.0,1,8,6,2,6,6,12,0,f520049f
1589,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,27,15,13,11,3,17,28,60.7,11,27,10,17,26,53,30,0,a572e291
1590,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,54,37,25,26,3,30,90,33.3,60,31,8,23,38,92,39,0,c801616a
1591,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,c4173f1a
1592,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,31,18,24,7,0,17,24,70.8,7,22,13,9,23,54,82,2,c707411f
1593,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,24,14,8,14,2,11,17,64.7,6,8,1,7,9,33,15,1,758dd7f0
1594,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,5,0,3,0,2,4,7,57.1,3,1,0,1,2,7,6,0,36d7971a
1595,Myziane Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,13,8,4,4,5,4,11,36.4,7,6,1,5,6,19,4,0,706a60e1
