Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
164,Édgar Badía,es ESP,GK,Elche,es La Liga,28,1992,30.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,3,e4346678
165,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,24,17,15,9,0,13,28,46.4,15,21,12,9,58,82,102,4,06df8256
166,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,4,3,1,2,1,1,3,33.3,2,1,1,0,1,5,1,0,518f2234
167,Miguel Baeza,es ESP,MFFW,Celta Vigo,es La Liga,20,2000,6.0,7,6,5,2,0,5,13,38.5,8,3,0,3,3,10,2,0,a98f3cbf
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18.0,9,6,1,7,1,4,12,33.3,8,9,0,9,9,18,9,0,5046b7d4
169,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,22,1997,23.8,14,8,3,7,4,4,15,26.7,11,13,0,13,9,23,3,0,3a233281
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,10.2,5,5,3,1,1,0,1,0.0,1,13,11,2,13,18,36,2,a1232f4e
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,be13e5a8
172,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,21.8,69,41,21,41,7,23,40,57.5,17,24,2,22,36,105,13,2,59bf127b
173,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,2000,18.8,38,30,15,14,9,17,26,65.4,9,22,2,20,22,60,20,0,a8567629
174,Ridle Baku,de GER,FWDF,Wolfsburg,de Bundesliga,22,1998,29.8,50,31,20,20,10,22,53,41.5,31,54,4,50,40,90,33,1,442b56fa
175,Ridle Baku,de GER,DF,Mainz 05,de Bundesliga,22,1998,2.0,4,2,3,1,0,2,6,33.3,4,3,1,2,3,7,6,0,442b56fa
176,Dilane Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,17,2002,0.6,2,2,1,1,0,0,1,0.0,1,2,0,2,1,3,0,0,2b5a35e5
177,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,28,1991,13.3,24,12,23,1,0,14,23,60.9,9,23,6,17,25,49,63,0,3626f7d9
178,Keita Baldé,sn SEN,FW,Sampdoria,it Serie A,25,1995,13.3,9,6,2,6,1,4,10,40.0,6,10,1,9,0,9,3,0,509a4ccb
179,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,27,1993,31.0,47,34,28,14,5,21,50,42.0,29,26,7,19,25,72,70,1,394854c4
180,Gareth Bale,wls WAL,FW,Tottenham,eng Premier League,31,1989,10.2,17,10,4,9,4,7,14,50.0,7,13,2,11,8,25,16,0,a58bb1e1
181,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,1988,18.8,26,15,11,12,3,9,18,50.0,9,22,7,15,7,33,46,0,1fe67e86
182,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,18.2,29,18,19,7,3,14,31,45.2,17,17,9,8,28,57,65,3,7c3ed041
183,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,1997,7.4,21,17,9,11,1,6,13,46.2,7,7,0,7,6,27,11,1,f449640d
184,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,2002,1.8,9,7,9,0,0,2,5,40.0,3,4,3,1,2,11,8,0,348bafd4
185,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,15.0,27,17,19,7,1,19,28,67.9,9,7,1,6,19,46,34,0,7fecbcdb
186,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,24,1996,33.2,45,23,15,19,11,24,84,28.6,60,24,2,22,24,69,15,0,b2bd0f6c
187,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,11.6,16,11,14,2,0,11,14,78.6,3,8,7,1,10,26,57,0,d4fa7d01
188,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,33.9,21,9,2,11,8,8,27,29.6,19,14,4,10,10,31,37,0,93feac6e
189,Mattia Bani,it ITA,DF,Genoa,it Serie A,26,1993,10.2,10,5,5,5,0,5,12,41.7,7,16,11,5,27,37,44,0,0821331c
190,Mattia Bani,it ITA,DF,Parma,it Serie A,26,1993,12.7,20,11,15,4,1,4,8,50.0,4,10,6,4,33,53,50,0,0821331c
191,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,23,1996,15.2,13,6,0,4,9,1,14,7.1,13,16,1,15,7,20,15,0,be47b750
192,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,25,1994,30.7,30,19,8,16,6,14,47,29.8,33,27,7,20,12,42,40,1,01efac19
193,Federico Barba,it ITA,DF,Benevento,it Serie A,26,1993,29.5,31,16,22,8,1,21,35,60.0,14,39,18,21,48,79,94,4,c010b898
194,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,24,1996,2.8,6,3,5,1,0,4,6,66.7,2,2,1,1,2,8,11,2,0557ff4f
195,Barcia,es ESP,DF,Granada,es La Liga,19,2000,1.0,1,1,1,0,0,0,0,,0,1,1,0,3,4,9,0,0c717ae6
196,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,19,2000,4.8,12,8,7,4,1,6,11,54.5,5,10,2,8,6,18,14,0,1ddbc7ca
197,Enis Bardhi,mk MKD,MF,Levante,es La Liga,25,1995,18.7,28,12,8,16,4,10,36,27.8,26,8,2,6,21,49,14,0,cac2537b
198,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,35,1985,3.0,6,5,4,2,0,3,6,50.0,3,3,1,2,6,12,12,0,1ae30132
199,Nicolò Barella,it ITA,MF,Inter,it Serie A,23,1997,32.2,58,31,23,29,6,23,72,31.9,49,29,4,25,26,84,14,0,6928979a
200,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1989,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3f7cd8f1
201,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,23,1997,15.9,10,5,6,1,3,5,24,20.8,19,10,1,9,16,26,8,0,aad53e64
202,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,26,1993,17.0,6,2,2,4,0,3,15,20.0,12,9,1,8,5,11,6,1,3a24769f
203,Ross Barkley,eng ENG,FWMF,Chelsea,eng Premier League,26,1993,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3a24769f
204,Aymen Barkok,ma MAR,MFDF,Eint Frankfurt,de Bundesliga,22,1998,10.9,29,15,11,9,9,10,31,32.3,21,15,1,14,10,39,9,1,a2a85828
205,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,30,1989,14.8,12,6,2,6,4,3,13,23.1,10,14,2,12,5,17,11,0,2691c772
206,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,22,1997,21.6,19,9,11,3,5,5,22,22.7,17,16,3,13,8,27,11,0,3ea50f67
207,Marc Baró,es ESP,DF,Cádiz,es La Liga,20,1999,1.0,2,1,2,0,0,0,2,0.0,2,1,0,1,2,4,2,1,74aa6ab7
208,Antonio Barragán,es ESP,DF,Elche,es La Liga,33,1987,24.8,28,14,21,5,2,12,21,57.1,9,22,8,14,33,61,67,1,487d9b09
209,Antonio Barreca,it ITA,DF,Fiorentina,it Serie A,25,1995,0.9,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,6a189491
210,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,2000,25.6,58,32,19,26,13,20,50,40.0,30,34,9,25,57,115,55,0,00242b75
211,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,18,2001,14.5,29,19,5,18,6,9,24,37.5,15,20,0,20,6,35,8,0,200e89e1
212,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,25,1994,12.3,23,12,13,8,2,10,16,62.5,6,14,4,10,24,47,37,0,c0d3bd23
213,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,21,1998,32.5,26,10,8,10,8,10,25,40.0,15,37,2,35,11,37,15,0,e5bf73f3
214,Kyle Bartley,eng ENG,DF,West Brom,eng Premier League,29,1991,28.7,27,16,14,10,3,11,23,47.8,12,50,35,15,38,65,159,1,18e96f64
215,Paolo Bartolomei,it ITA,MF,Spezia,it Serie A,30,1989,3.6,6,2,3,1,2,4,7,57.1,3,1,0,1,1,7,2,0,6029a945
216,Marc Bartra,es ESP,DF,Betis,es La Liga,29,1991,18.8,27,16,18,8,1,12,22,54.5,10,19,5,14,40,67,74,3,b742cc0d
217,Daniele Baselli,it ITA,MF,Torino,it Serie A,28,1992,4.4,12,7,3,6,3,6,10,60.0,4,2,0,2,9,21,5,0,ea06dd97
218,Chris Basham,eng ENG,DFMF,Sheffield Utd,eng Premier League,32,1988,28.6,69,42,41,23,5,41,67,61.2,26,36,15,21,49,118,105,1,1aa84968
219,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,23,1996,28.9,33,22,15,16,2,16,58,27.6,42,21,5,16,32,65,42,1,80556f08
220,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,16,2004,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,42a028c5
221,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,21,1999,32.5,36,22,13,21,2,17,27,63.0,10,34,16,18,40,76,75,0,75b86fb3
222,Simone Bastoni,it ITA,DF,Spezia,it Serie A,23,1996,16.9,50,29,26,22,2,27,52,51.9,25,19,1,18,16,66,31,0,1ac232b8
223,Bastos,ao ANG,DF,Lazio,it Serie A,29,1991,0.7,3,1,2,0,1,3,5,60.0,2,1,0,1,0,3,3,0,c01c66d9
224,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,26,1993,8.1,5,3,1,2,2,1,9,11.1,8,5,1,4,4,9,5,0,2973d8ff
225,Rodrigo Battaglia,ar ARG,MF,Alavés,es La Liga,29,1991,27.7,38,16,21,14,3,16,50,32.0,34,30,14,16,29,67,40,1,d637fc22
226,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,28,1992,3.9,5,2,1,4,0,2,9,22.2,7,0,0,0,4,9,5,0,0f9b8301
227,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,30,1990,31.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,14,0,47064058
228,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,32,1988,11.9,43,20,14,26,3,16,31,51.6,15,12,0,12,12,55,10,1,69374ff5
229,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,20,1999,26.3,44,31,13,24,7,14,51,27.5,37,40,8,32,24,68,24,0,437f2b00
230,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,25,1995,4.1,5,3,0,2,3,0,3,0.0,3,3,1,2,2,7,4,0,debc6b55
231,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,32,1988,29.0,35,18,21,13,1,16,21,76.2,5,33,24,9,52,87,123,1,2515040a
232,Noah Joel Sarenren Bazee,ng NGA,FWMF,Augsburg,de Bundesliga,23,1996,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,fbbc8e15
233,Ihlas Bebou,tg TOG,FWMF,Hoffenheim,de Bundesliga,26,1994,24.4,24,9,5,10,9,8,14,57.1,6,18,4,14,17,41,16,0,a53b661f
234,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,24,1996,30.9,59,33,36,20,3,27,49,55.1,22,48,27,21,68,127,94,2,19e4eab9
235,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,25,1995,12.3,5,4,2,2,1,3,5,60.0,2,4,0,4,6,11,7,0,8eb55dbb
236,Timo Becker,de GER,DF,Schalke 04,de Bundesliga,23,1997,18.2,34,23,28,6,0,16,25,64.0,9,18,4,14,22,56,58,0,543ddcaf
237,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,24,1996,34.4,37,19,25,11,1,25,49,51.0,24,44,27,17,84,121,132,0,4115ce4e
238,Donny van de Beek,nl NED,MFFW,Manchester Utd,eng Premier League,23,1997,5.8,15,10,2,11,2,7,15,46.7,8,10,1,9,6,21,7,0,50dc94ce
239,Valon Behrami,ch SUI,MF,Genoa,it Serie A,35,1985,9.9,21,9,9,10,2,9,26,34.6,17,13,5,8,9,30,13,0,d3d758d8
240,Brian Behrendt,de GER,DF,Arminia,de Bundesliga,28,1991,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,b1a21aca
241,Maximilian Beier,de GER,FWDF,Hoffenheim,de Bundesliga,17,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5db45ee5
242,Ishak Belfodil,dz ALG,FWMF,Hoffenheim,de Bundesliga,28,1992,6.6,3,2,0,0,3,0,2,0.0,2,1,0,1,1,4,3,0,ff182fdc
243,Erwan Belhadji,fr FRA,MF,Dijon,fr Ligue 1,19,2001,0.3,3,0,3,0,0,3,5,60.0,2,1,0,1,0,3,0,0,7615f332
244,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,26,1994,30.3,69,39,32,28,9,31,66,47.0,35,26,5,21,57,126,34,0,2b1bed19
245,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,28,1991,14.1,24,18,15,9,0,14,23,60.9,9,19,11,8,27,51,76,1,857a5abe
246,Karim Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,30,1990,8.9,12,10,3,4,5,4,17,23.5,13,12,0,12,12,24,4,0,bee0bab1
247,Jean-Ricner Bellegarde,fr FRA,MFFW,Strasbourg,fr Ligue 1,22,1998,23.2,56,39,22,25,9,14,23,60.9,9,20,2,18,19,75,16,0,10f0fdd3
248,Héctor Bellerín,es ESP,DFMF,Arsenal,eng Premier League,25,1995,23.2,29,19,14,12,3,12,41,29.3,29,26,8,18,33,62,33,0,f874dd44
249,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17,2003,18.9,49,31,11,29,9,19,46,41.3,27,37,5,32,24,73,13,0,57d88cf9
250,Andrea Belotti,it ITA,FW,Torino,it Serie A,26,1993,32.1,30,18,4,16,10,11,35,31.4,24,27,4,23,12,42,21,0,d705ba44
251,Fran Beltrán,es ESP,MFFW,Celta Vigo,es La Liga,21,1999,15.5,30,22,15,12,3,8,24,33.3,16,14,1,13,16,46,24,0,ed5c5fa3
252,Sami Ben Amar,ma MAR,MF,Nîmes,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,c05d65d1
253,Hatem Ben Arfa,fr FRA,MFFW,Bordeaux,fr Ligue 1,33,1987,18.9,11,7,1,7,3,2,9,22.2,7,3,0,3,2,13,0,0,74dc806c
254,Salim Ben Seghir,fr FRA,DF,Nice,fr Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1f6298f2
255,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,29,1990,29.0,18,9,2,10,6,3,13,23.1,10,16,0,16,13,31,3,0,942b4f90
256,Ahmad Benali,ly LBY,MF,Crotone,it Serie A,28,1992,13.5,19,11,10,9,0,11,38,28.9,27,15,2,13,6,25,15,0,a128b07e
257,Samy Benchamma,fr FRA,DFMF,Montpellier,fr Ligue 1,20,2000,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,90c99c5c
258,Lars Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,10.4,19,13,12,6,1,9,21,42.9,12,19,5,14,16,35,19,0,c50281a0
259,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,13.0,17,9,8,8,1,7,20,35.0,13,20,9,11,21,38,41,1,070ec0b1
260,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30,1990,17.5,6,4,1,4,1,5,13,38.5,8,9,2,7,3,9,17,0,bef0a7ac
261,László Bénes,sk SVK,MF,Augsburg,de Bundesliga,22,1997,7.3,8,6,4,4,0,2,8,25.0,6,6,2,4,7,15,1,1,fe888e39
262,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,22,1997,1.7,6,2,5,1,0,2,4,50.0,2,0,0,0,2,8,1,0,fe888e39
263,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,27,1993,38.0,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,7,2,8a2248b4
264,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,28,1992,29.5,42,26,27,12,3,22,48,45.8,26,33,10,23,42,84,70,0,f5b6fb78
265,Sergio Benito,es ESP,FW,Valladolid,es La Liga,21,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,608bcb88
266,Bilal Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2001,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,b6047994
267,Djamel Benlamri,dz ALG,DF,Lyon,fr Ligue 1,30,1989,1.7,5,3,5,0,0,3,6,50.0,3,3,2,1,6,11,11,0,2ab14aaa
268,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,22,1997,14.7,39,18,17,21,1,15,32,46.9,17,10,1,9,20,59,12,0,db092d3b
269,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,24,1995,15.5,24,15,8,11,5,8,28,28.6,20,10,0,10,8,32,8,0,5a04fd92
270,Yassine Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,21,1999,13.8,16,9,8,6,2,7,25,28.0,18,9,0,9,4,20,5,1,fbf76716
271,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,25,1995,20.1,43,24,27,13,3,26,42,61.9,16,39,7,32,47,90,66,0,378825c7
272,Josh Benson,eng ENG,MF,Burnley,eng Premier League,20,1999,2.9,5,1,3,0,2,1,6,16.7,5,3,0,3,3,8,2,0,bf3aeb61
273,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,25,1994,6.1,14,8,7,6,1,4,15,26.7,11,5,2,3,6,20,8,0,3189f61a
274,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,23,1997,25.8,63,33,21,37,5,20,59,33.9,39,35,12,23,47,110,46,1,3b8674e6
275,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,29,1990,20.2,15,7,1,7,7,2,9,22.2,7,17,6,11,4,19,39,0,ab070c55
276,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,32,1987,32.2,8,6,4,2,2,5,15,33.3,10,9,2,7,8,16,24,0,70d74ece
277,Yassine Benzia,dz ALG,MFFW,Dijon,fr Ligue 1,25,1994,4.5,10,5,5,3,2,2,10,20.0,8,3,0,3,6,16,2,0,6fbde63a
278,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,29,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ec1f737d
279,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,25,1994,27.5,42,22,17,11,14,21,62,33.9,41,23,1,22,26,68,34,0,53a0e358
280,Gaetano Berardi,ch SUI,DF,Leeds United,eng Premier League,31,1988,1.3,2,2,1,0,1,0,0,,0,2,1,1,1,3,2,0,5348aada
281,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,30,1990,18.7,24,19,14,5,5,10,24,41.7,14,14,0,14,11,35,29,0,b6e50615
282,Álex Berenguer,es ESP,MF,Torino,it Serie A,25,1995,1.5,2,0,0,0,2,2,5,40.0,3,2,0,2,0,2,1,0,dc1c2fce
283,Álex Berenguer,es ESP,MFFW,Athletic Club,es La Liga,25,1995,25.3,47,31,21,20,6,9,51,17.6,42,48,3,45,18,65,27,0,dc1c2fce
284,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,28,1992,29.0,66,44,37,22,7,41,73,56.2,32,40,20,20,42,108,88,0,61b3978f
285,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,29,1990,15.1,19,11,6,9,4,11,23,47.8,12,11,2,9,17,36,19,0,f72293fc
286,Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,22,1998,12.4,16,7,8,5,3,7,15,46.7,8,11,2,9,4,20,18,0,d0b6129f
287,Steven Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,22,1997,13.4,15,7,8,3,4,7,20,35.0,13,7,1,6,5,20,9,0,a29b1131
288,Valon Berisha,xk KVX,MF,Reims,fr Ligue 1,27,1993,18.3,40,23,19,17,4,11,47,23.4,36,14,2,12,25,65,21,1,d5575935
289,Bernard,br BRA,MFFW,Everton,eng Premier League,27,1992,5.1,8,3,3,3,2,7,15,46.7,8,5,0,5,8,16,6,0,ab4b3e35
290,Federico Bernardeschi,it ITA,MFDF,Juventus,it Serie A,26,1994,10.8,9,4,3,5,1,4,20,20.0,16,6,2,4,14,23,7,1,ee93c1a9
291,Bernardo,br BRA,DFMF,Brighton,eng Premier League,25,1995,2.3,10,8,8,1,1,4,6,66.7,2,2,0,2,1,11,1,0,17370b95
292,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,23,1997,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,23,1,28dabd43
293,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,27,1993,2.2,5,3,0,4,1,3,5,60.0,2,4,0,4,1,6,6,0,433dc9a2
294,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,22,1998,8.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,380a15e2
295,Marco Bertini,it ITA,MF,Lazio,it Serie A,17,2002,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,4b520f96
296,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,30,1989,28.9,60,32,26,27,7,30,48,62.5,18,19,1,18,30,90,41,1,01226327
297,Daniel Bessa,it ITA,MF,Hellas Verona,it Serie A,27,1993,6.8,15,8,3,11,1,6,14,42.9,8,5,1,4,2,17,0,0,88895312
298,Loïc Bessile,tg TOG,DF,Bordeaux,fr Ligue 1,21,1999,1.0,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,0,4e9957ff
299,Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,20,2000,2.1,2,1,2,0,0,1,2,50.0,1,5,4,1,5,7,5,0,9af1f9ff
300,Bartosz Bialek,pl POL,FWMF,Wolfsburg,de Bundesliga,18,2001,3.0,6,5,1,4,1,4,4,100.0,0,5,1,4,3,9,4,0,763b8b37
301,Giulian Biancone,fr FRA,DFMF,Monaco,fr Ligue 1,20,2000,1.0,3,3,1,1,1,2,3,66.7,1,1,0,1,1,4,4,0,de40e38c
302,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,30,1990,1.4,1,1,0,1,0,1,1,100.0,0,1,1,0,3,4,9,0,7aac47fe
303,Pedro Bigas,es ESP,DF,Eibar,es La Liga,29,1990,17.0,11,9,7,4,0,7,14,50.0,7,12,6,6,23,34,54,0,697295b1
304,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,18,2001,13.8,22,12,3,16,3,8,18,44.4,10,8,3,5,6,28,10,1,47c609d5
305,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,27,1992,31.1,42,23,19,15,8,27,45,60.0,18,23,9,14,27,69,56,3,9e1577aa
306,Davide Biraschi,it ITA,DF,Genoa,it Serie A,26,1994,10.2,17,9,12,5,0,5,10,50.0,5,12,6,6,21,38,26,0,64cd167d
307,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,23,1996,34.6,104,68,50,48,6,33,67,49.3,34,42,6,36,64,168,67,0,6c203af0
308,Leonardo Bittencourt,de GER,MFFW,Werder Bremen,de Bundesliga,26,1993,16.8,58,32,24,28,6,16,51,31.4,35,29,2,27,13,71,10,0,dc62fbee
309,Blanco,es ESP,MFFW,Real Madrid,es La Liga,20,2000,2.4,7,2,4,2,1,3,7,42.9,4,6,2,4,3,10,5,0,506daeac
310,Alejandro Blanco,es ESP,MF,Valencia,es La Liga,21,1998,6.4,8,4,4,4,0,3,18,16.7,15,5,0,5,8,16,9,0,c4dce677
311,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,25,1995,18.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,3,967f34d3
312,Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,22,1997,31.0,58,30,18,37,3,23,54,42.6,31,33,4,29,21,79,19,0,6191093d
313,Alejandro Blesa,es ESP,MF,Levante,es La Liga,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,d2ed99b4
314,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,31,1988,26.3,26,16,17,8,1,14,32,43.8,18,24,17,7,40,66,63,1,2db2fd7b
315,Antonin Bobichon,fr FRA,MFFW,Angers,fr Ligue 1,24,1995,10.1,23,14,10,8,5,9,15,60.0,6,4,1,3,2,25,1,0,7d937aa1
316,Yann Bodiger,fr FRA,MF,Cádiz,es La Liga,25,1995,2.8,2,2,1,1,0,1,6,16.7,5,7,3,4,8,10,4,0,8c2c48a9
317,Jean-Paul Boëtius,nl NED,MFFW,Mainz 05,de Bundesliga,26,1994,22.9,42,28,13,15,14,17,47,36.2,30,37,3,34,33,75,14,0,635f2732
318,Sacha Boey,fr FRA,DF,Dijon,fr Ligue 1,19,2000,20.7,54,40,30,23,1,27,55,49.1,28,25,5,20,41,95,62,0,6c8ddd52
319,Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,19,2000,1.4,3,3,2,1,0,3,4,75.0,1,0,0,0,2,5,2,0,6c8ddd52
320,Jeremie Boga,ci CIV,FWMF,Sassuolo,it Serie A,23,1997,19.8,11,9,5,0,6,3,11,27.3,8,10,0,10,8,19,7,0,fe012aca
321,Melayro Bogarde,nl NED,DFMF,Hoffenheim,de Bundesliga,18,2002,3.1,7,3,3,3,1,5,9,55.6,4,0,0,0,5,12,1,0,1fda91b3
322,Jayden Bogle,eng ENG,DFMF,Sheffield Utd,eng Premier League,20,2000,12.3,33,23,21,10,2,20,39,51.3,19,14,4,10,14,47,22,0,ae5019e6
323,Quentin Boisgard,fr FRA,MFFW,Lorient,fr Ligue 1,23,1997,14.6,24,17,3,15,6,11,24,45.8,13,17,2,15,15,39,1,0,f6496133
324,Willy Boly,ci CIV,DF,Wolves,eng Premier League,29,1991,20.9,33,20,26,7,0,13,24,54.2,11,18,12,6,32,65,84,1,a4ac4b8f
325,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,30,1989,25.1,34,19,16,13,5,16,53,30.2,37,26,2,24,39,73,12,0,d995ed27
326,Federico Bonazzoli,it ITA,FW,Torino,it Serie A,23,1997,6.3,6,4,0,4,2,2,13,15.4,11,3,0,3,2,8,3,0,bf57eaab
327,Federico Bonazzoli,it ITA,FW,Sampdoria,it Serie A,23,1997,1.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,bf57eaab
328,Kevin Bonifazi,it ITA,DF,Udinese,it Serie A,24,1996,27.4,32,21,24,6,2,8,23,34.8,15,33,20,13,50,82,85,1,fb77bfef
329,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,33,1987,22.5,19,14,10,8,1,6,14,42.9,8,24,13,11,33,52,67,0,52ec54d0
330,Elias Bördner,de GER,GK,Eint Frankfurt,de Bundesliga,18,2002,1.0,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,1,0,8758ddf4
