Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,-9999
2366,Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,57,2.28,47,2,2,3,1,2,4,0.16,3,0,0,1,0,0,bd84fc61
2367,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,43,2.07,31,0,4,5,3,0,6,0.29,4,0,1,0,1,0,5d4f7d61
2368,Sven Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,16,1.93,9,0,2,0,5,0,1,0.12,1,0,0,0,0,0,53eeaf6a
2369,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,61,2.09,50,1,3,3,3,1,6,0.21,5,0,0,1,0,0,8f056768
2370,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,6,0.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f6bdc830
2371,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,23,1.61,17,0,1,1,3,1,2,0.14,2,0,0,0,0,0,34e12499
2372,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,35,2.21,29,0,1,2,3,0,5,0.32,4,0,0,1,0,0,3312f911
2373,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,53af52f3
2374,Jonathan Schmid,fr FRA,MFDF,Freiburg,de Bundesliga,30,1990,26.6,59,2.22,44,9,3,1,2,0,7,0.26,4,3,0,0,0,0,088ca1bd
2375,Romano Schmid,at AUT,MFFW,Werder Bremen,de Bundesliga,20,2000,13.1,36,2.76,30,0,1,2,3,0,8,0.61,7,0,0,0,1,0,220ace7e
2376,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,14,3.02,10,3,0,0,1,0,1,0.22,1,0,0,0,0,0,ad00b1a8
2377,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,33,1.35,31,0,1,0,0,1,2,0.08,2,0,0,0,0,0,51b41c5c
2378,Alessandro Schöpf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,10.5,15,1.43,9,2,2,1,1,0,2,0.19,2,0,0,0,0,0,106bca06
2379,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,56,2.01,49,0,3,1,2,1,3,0.11,3,0,0,0,0,0,2cfae697
2380,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,10,1.48,9,1,0,0,0,0,3,0.44,2,1,0,0,0,0,fa274d97
2381,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26.0,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0,0d55d942
2382,Christopher Scott,de GER,MFFW,Bayern Munich,de Bundesliga,18,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2723ce5d
2383,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,11,6.51,4,7,0,0,0,0,0,0.00,0,0,0,0,0,0,ea164f99
2384,Simone Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,41bd99ea
2385,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,6,2.83,3,0,0,2,1,0,2,0.94,1,0,0,1,0,0,3cb132e6
2386,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,20,2.21,14,0,0,5,1,0,1,0.11,0,0,0,1,0,0,1238a3f9
2387,Malik Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,0.7,2,2.69,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,c0f706f3
2388,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,834b5c4c
2389,Nélson Semedo,pt POR,DFMF,Wolves,eng Premier League,26,1993,33.1,71,2.14,57,7,2,3,1,1,7,0.21,6,0,0,1,0,0,d04b94db
2390,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,21,2.14,18,1,0,0,2,0,1,0.10,1,0,0,0,0,0,1de40dae
2391,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,34,5.07,26,4,1,3,0,0,4,0.60,0,2,0,2,0,0,b70bde8f
2392,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,44,1.92,34,1,3,1,4,1,2,0.09,2,0,0,0,0,0,a62b4888
2393,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,343f753a
2394,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,37,1.71,25,1,2,2,6,1,2,0.09,2,0,0,0,0,0,b3325a30
2395,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,16,2.04,13,0,3,0,0,0,1,0.13,1,0,0,0,0,0,10efd0e1
2396,Femi Seriki,eng ENG,MF,Sheffield Utd,eng Premier League,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e4e0deaa
2397,Ryan Sessegnon,eng ENG,DFFW,Hoffenheim,de Bundesliga,20,2000,17.5,32,1.83,29,1,1,1,0,0,4,0.23,4,0,0,0,0,0,6aa3e78b
2398,Nils Seufert,de GER,MFFW,Arminia,de Bundesliga,23,1997,3.8,8,2.10,6,1,0,0,1,0,1,0.26,1,0,0,0,0,0,0da32a38
2399,Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3e8bb8ce
2400,Stephan El Shaarawy,it ITA,MFFW,Roma,it Serie A,27,1992,6.4,30,4.72,24,0,3,1,2,0,1,0.16,1,0,0,0,0,0,d3aaad90
2401,Jamie Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,20,1999,5.1,8,1.56,8,0,0,0,0,0,1,0.20,1,0,0,0,0,0,8d03ca5a
2402,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,28,1991,6.2,32,5.18,30,1,0,0,0,1,3,0.49,3,0,0,0,0,0,6421ec64
2403,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,6,0.73,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e8c9f4e9
2404,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,115,3.90,75,33,2,1,4,0,9,0.31,6,2,0,0,1,0,9c94165b
2405,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,73,2.51,40,25,1,6,1,0,8,0.28,4,4,0,0,0,0,3727dd3c
2406,Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,18.6,48,2.58,32,0,4,8,2,2,6,0.32,4,0,1,1,0,0,57469b2d
2407,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,00f0482f
2408,Mahame Siby,ml MLI,MF,Strasbourg,fr Ligue 1,24,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6d075c67
2409,Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,a13028f6
2410,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,55,2.50,34,19,0,0,1,1,3,0.14,1,2,0,0,0,0,4c5b714f
2411,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,b14d0c5d
2412,Kaj Sierhuis,nl NED,FWMF,Reims,fr Ligue 1,22,1998,7.2,18,2.48,15,0,1,1,1,0,1,0.14,1,0,0,0,0,0,9c2b1f11
2413,Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f761c901
2414,Gylfi Sigurðsson,is ISL,MFFW,Everton,eng Premier League,30,1989,25.0,75,2.99,42,23,2,6,2,0,7,0.28,4,2,0,1,0,0,76dd1480
2415,Luca Siligardi,it ITA,MFFW,Crotone,it Serie A,32,1988,0.5,5,9.57,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1cac99dc
2416,Luca Siligardi,it ITA,FWMF,Parma,it Serie A,32,1988,0.4,3,7.94,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1cac99dc
2417,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,17.8,32,1.80,29,2,0,0,0,1,3,0.17,2,1,0,0,0,0,d6f88a1d
2418,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,30.7,88,2.87,60,2,8,11,6,1,14,0.46,6,0,1,3,4,0,3effaa34
2419,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,25,1994,22.9,84,3.66,69,3,6,4,2,0,12,0.52,11,0,0,1,0,0,3eb22ec9
2420,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,26.3,57,2.17,44,5,1,2,3,2,10,0.38,8,0,0,0,1,1,30af8b93
2421,David Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,15.5,70,4.51,52,7,4,3,3,1,13,0.84,11,1,1,0,0,0,e2716bd0
2422,Fábio Silva,pt POR,FW,Wolves,eng Premier League,18,2002,15.2,29,1.91,17,0,2,7,3,0,3,0.20,2,0,0,0,1,0,e7aa9d7c
2423,Florent da Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8db95f95
2424,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,3.9,7,1.77,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4914ed4a
2425,Gastón Silva,uy URU,DF,Huesca,es La Liga,26,1994,6.7,6,0.90,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,47d493c3
2426,Rui Silva,pt POR,GK,Granada,es La Liga,26,1994,32.0,7,0.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ea83bfa6
2427,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,21.5,25,1.16,24,0,0,1,0,0,1,0.05,1,0,0,0,0,0,86e7deaf
2428,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,1991,34.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0d422df7
2429,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,17.9,18,1.00,13,0,2,1,2,0,3,0.17,3,0,0,0,0,0,fcb27134
2430,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,25,1995,19.3,32,1.66,21,0,4,4,3,0,5,0.26,4,0,0,1,0,0,343c0d52
2431,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25,1995,25.8,68,2.63,46,10,6,4,2,0,7,0.27,5,1,1,0,0,0,5f3eaaf5
2432,Unai Simón,es ESP,GK,Athletic Club,es La Liga,23,1997,37.0,7,0.19,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,5dcf3e90
2433,Xavi Simons,nl NED,MF,Paris S-G,fr Ligue 1,17,2003,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,da4d670f
2434,Jóan Símun Edmundsson,fo FRO,FWMF,Arminia,de Bundesliga,29,1991,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1be390b3
2435,Wilfried Singo,ci CIV,DF,Torino,it Serie A,19,2000,20.6,41,1.99,31,2,2,2,4,0,4,0.19,3,0,0,0,1,0,8b609c34
2436,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,17.4,33,1.89,27,3,1,0,1,1,2,0.11,1,0,0,0,1,0,73000a79
2437,Dimitris Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,34.1,25,0.73,18,0,0,5,2,0,1,0.03,0,0,0,1,0,0,92d38e6c
2438,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,32,1988,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0d8a37c2
2439,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,33,1987,32.0,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,10dc46f0
2440,Issouf Sissokho,ml MLI,MFDF,Bordeaux,fr Ligue 1,18,2002,0.9,1,1.15,1,0,0,0,0,0,1,1.15,1,0,0,0,0,0,792a9d41
2441,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,22,1997,28.7,33,1.15,27,0,0,2,2,2,2,0.07,2,0,0,0,0,0,0f8418aa
2442,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,30,1989,17.6,17,0.97,16,0,1,0,0,0,2,0.11,2,0,0,0,0,0,2acd49b9
2443,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,5.3,6,1.14,4,1,0,0,0,1,0,0.00,0,0,0,0,0,0,12bd0579
2444,Antonio Sivera,es ESP,GK,Alavés,es La Liga,23,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9970da54
2445,Jacques Siwe,fr FRA,FW,Dijon,fr Ligue 1,19,2001,1.9,5,2.66,2,0,0,1,2,0,1,0.53,1,0,0,0,0,0,c39b09e3
2446,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,25,1995,30.9,49,1.58,36,4,2,4,1,2,5,0.16,2,0,2,1,0,0,c2211709
2447,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,29,1991,28.0,3,0.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ab4449d6
2448,Andreas Skov Olsen,dk DEN,FWDF,Bologna,it Serie A,20,1999,13.1,40,3.05,30,6,3,0,1,0,2,0.15,2,0,0,0,0,0,c50cee19
2449,Robert Skov,dk DEN,FWMF,Hoffenheim,de Bundesliga,24,1996,12.9,36,2.78,22,10,2,2,0,0,2,0.15,1,0,0,1,0,0,ff98492b
2450,Milan Škriniar,sk SVK,DF,Inter,it Serie A,25,1995,30.9,24,0.78,20,0,0,3,1,0,1,0.03,1,0,0,0,0,0,30f5ffa9
2451,Steven Skrzybski,de GER,FWDF,Schalke 04,de Bundesliga,27,1992,4.7,10,2.15,4,2,0,2,2,0,1,0.21,0,0,0,1,0,0,58ce23e5
2452,Petar Škuletić,rs SRB,FWMF,Montpellier,fr Ligue 1,30,1990,2.6,6,2.30,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,d9a66c60
2453,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,32,1988,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ffec9769
2454,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,32,1988,6.4,15,2.33,13,0,0,2,0,0,1,0.16,1,0,0,0,0,0,ffec9769
2455,William Smallbone,ie IRL,MF,Southampton,eng Premier League,20,2000,1.9,4,2.09,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,5e105217
2456,Chris Smalling,eng ENG,DF,Roma,it Serie A,30,1989,12.3,5,0.41,4,0,1,0,0,0,1,0.08,1,0,0,0,0,0,b6964eb6
2457,Emile Smith Rowe,eng ENG,MFFW,Arsenal,eng Premier League,20,2000,16.0,49,3.06,40,0,4,2,3,0,7,0.44,6,0,0,1,0,0,17695062
2458,Robert Snodgrass,sct SCO,MFFW,West Brom,eng Premier League,32,1987,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,9f4647e9
2459,Robert Snodgrass,sct SCO,FWMF,West Ham,eng Premier League,32,1987,0.1,2,36.00,1,0,0,0,1,0,1,18.00,0,0,0,0,1,0,9f4647e9
2460,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,8.3,15,1.81,10,2,2,0,1,0,2,0.24,2,0,0,0,0,0,839c14e1
2461,Rafa Soares,pt POR,DF,Eibar,es La Liga,25,1995,12.6,28,2.22,24,4,0,0,0,0,2,0.16,2,0,0,0,0,0,062fc2e6
2462,Rubén Sobrino,es ESP,MFFW,Valencia,es La Liga,28,1992,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,19b776e9
2463,Rubén Sobrino,es ESP,FWMF,Cádiz,es La Liga,28,1992,12.4,26,2.10,17,0,2,2,5,0,3,0.24,1,0,0,0,2,0,19b776e9
2464,Simon Sohm,ch SUI,MF,Parma,it Serie A,19,2001,10.0,9,0.90,7,0,1,0,0,1,1,0.10,0,0,1,0,0,0,a5f458d9
2465,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,28,1992,5.4,15,2.78,14,1,0,0,0,0,3,0.56,3,0,0,0,0,0,3ca6106c
2466,Roberto Soldado,es ESP,FW,Granada,es La Liga,35,1985,16.0,22,1.38,16,1,0,2,3,0,3,0.19,1,0,0,1,1,0,9d66fbe3
2467,Carlos Soler,es ESP,MF,Valencia,es La Liga,23,1997,30.4,83,2.73,36,35,4,3,5,0,14,0.46,3,8,1,1,1,0,fed17f5a
2468,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,1988,30.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,420c18a1
2469,Son,es ESP,DFMF,Levante,es La Liga,26,1994,12.3,35,2.85,28,4,1,0,2,0,1,0.08,0,1,0,0,0,0,037dbd30
2470,Brandon Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,6.2,11,1.77,5,1,1,1,3,0,0,0.00,0,0,0,0,0,0,28f66c2e
2471,David Soria,es ESP,GK,Getafe,es La Liga,27,1993,28.0,7,0.25,5,2,0,0,0,0,1,0.04,1,0,0,0,0,0,8f8c6934
2472,Roberto Soriano,it ITA,MF,Bologna,it Serie A,29,1991,36.1,110,3.05,93,0,3,5,7,2,14,0.39,10,0,0,2,1,1,9d4c45d6
2473,Alberto Soro,es ESP,FWMF,Granada,es La Liga,21,1999,4.4,9,2.06,8,0,0,1,0,0,2,0.46,2,0,0,0,0,0,452c3055
2474,Borna Sosa,hr CRO,DFFW,Stuttgart,de Bundesliga,22,1998,22.7,84,3.71,57,20,1,2,3,1,12,0.53,9,3,0,0,0,0,af0d79a9
2475,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,16,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3aa74860
2476,Florian Sotoca,fr FRA,FW,Lens,fr Ligue 1,29,1990,26.8,68,2.54,50,0,3,4,10,1,7,0.26,6,0,0,0,1,0,7a42d0df
2477,Riccardo Sottil,it ITA,FWMF,Cagliari,it Serie A,21,1999,13.2,40,3.04,29,1,3,4,3,0,4,0.30,3,0,0,1,0,0,94816803
2478,Cheick Souaré,fr FRA,MF,Marseille,fr Ligue 1,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,39c0c75b
2479,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,25,1995,38.0,58,1.53,44,1,1,6,5,1,8,0.21,7,0,0,1,0,0,6613c819
2480,Rayan Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e3ad3368
2481,Cebio Soukou,bj BEN,FWMF,Arminia,de Bundesliga,27,1992,5.1,10,1.97,7,0,1,0,2,0,0,0.00,0,0,0,0,0,0,3c4b7820
2482,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,28,1992,19.5,12,0.62,11,0,0,0,0,1,1,0.05,1,0,0,0,0,0,7b075c75
2483,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,28,1992,1.6,2,1.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7b075c75
2484,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,21,1999,21.3,35,1.64,31,0,3,0,0,1,5,0.23,5,0,0,0,0,0,ae59b359
2485,Yaya Soumaré,fr FRA,MF,Lyon,fr Ligue 1,20,2000,0.0,,,,,,,,,,,,,,,,,cb4e852b
2486,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,28,1992,13.6,27,1.98,21,2,1,1,1,1,3,0.22,3,0,0,0,0,0,4e0afc5d
2487,Ansou Sow,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,754d5c33
2488,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,23,1997,24.2,46,1.90,40,1,0,0,5,0,6,0.25,5,0,0,0,1,0,4c6facae
2489,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,18,2002,11.1,4,0.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,f6b94e8d
2490,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,24,1996,20.2,11,0.54,7,1,1,1,0,1,0,0.00,0,0,0,0,0,0,21166ff4
2491,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,27,1993,23.6,81,3.43,60,2,17,1,1,0,9,0.38,8,0,1,0,0,0,3626daea
2492,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,28,1992,14.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ac4003af
2493,Mattia Sprocati,it ITA,MFFW,Parma,it Serie A,27,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,bdd0692f
2494,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,23,1996,32.0,30,0.94,23,1,2,1,2,1,4,0.12,4,0,0,0,0,0,90339309
2495,Benjamin Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,29,1990,21.7,23,1.06,17,3,0,0,2,1,3,0.14,3,0,0,0,0,0,5939baa2
2496,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,20,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7ed08d5c
2497,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,25,1995,31.0,10,0.32,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0,aad48be9
2498,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,28,1991,17.4,56,3.22,42,1,4,4,4,1,8,0.46,7,0,0,0,1,0,dd669209
2499,Zack Steffen,us USA,GK,Manchester City,eng Premier League,25,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,42130443
2500,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,24,1996,14.2,15,1.06,12,1,0,2,0,0,1,0.07,0,0,0,1,0,0,99f7e9aa
2501,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,31,1989,2.9,4,1.38,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,653ee42d
2502,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,26,1994,17.1,17,1.00,16,0,0,0,0,1,0,0.00,0,0,0,0,0,0,6adbc307
2503,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,25,1994,28.2,108,3.83,77,0,14,8,9,0,15,0.53,9,0,3,2,1,0,b400bde0
2504,Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,30,1990,30.0,39,1.30,36,0,0,1,2,0,4,0.13,3,0,0,0,1,0,17d4507a
2505,Lars Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,31,1988,21.8,84,3.86,62,12,0,7,3,0,13,0.60,8,1,0,3,1,0,7cd6badb
2506,Kevin Stöger,at AUT,MFFW,Mainz 05,de Bundesliga,26,1993,6.0,25,4.17,19,5,0,1,0,0,0,0.00,0,0,0,0,0,0,e5649a78
2507,John Stones,eng ENG,DF,Manchester City,eng Premier League,26,1994,21.5,18,0.84,15,0,1,1,1,0,2,0.09,2,0,0,0,0,0,5eecec3d
2508,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,25,1995,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,339fe0e8
2509,Tobias Strobl,de GER,MF,Augsburg,de Bundesliga,30,1990,20.5,28,1.37,27,0,0,0,0,1,2,0.10,2,0,0,0,0,0,17780d2b
2510,Kevin Strootman,nl NED,MF,Genoa,it Serie A,30,1990,14.6,36,2.47,32,3,0,0,0,1,4,0.27,3,0,0,0,0,1,ef2e5e1a
2511,Kevin Strootman,nl NED,MFFW,Marseille,fr Ligue 1,30,1990,2.6,4,1.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ef2e5e1a
2512,Pascal Struijk,nl NED,DFMF,Leeds United,eng Premier League,20,1999,23.1,15,0.65,14,0,0,1,0,0,2,0.09,2,0,0,0,0,0,f4d296e4
2513,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,29,1991,29.3,33,1.13,27,0,3,1,1,1,1,0.03,1,0,0,0,0,0,f91e81c9
2514,Stefano Sturaro,it ITA,MF,Hellas Verona,it Serie A,27,1993,4.7,5,1.06,4,0,0,1,0,0,1,0.21,1,0,0,0,0,0,2334478a
2515,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,27,1993,4.9,8,1.62,4,4,0,0,0,0,0,0.00,0,0,0,0,0,0,2334478a
2516,Damián Suárez,uy URU,DF,Getafe,es La Liga,32,1988,27.0,38,1.41,20,11,1,1,4,1,2,0.07,1,0,1,0,0,0,ba5004e1
2517,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,26,1994,31.7,89,2.81,56,23,3,2,4,1,15,0.47,10,4,0,0,0,1,12c50af5
2518,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,33,1987,27.9,64,2.30,39,0,3,13,9,0,8,0.29,4,0,0,1,3,0,a6154613
2519,Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,32,1988,3.4,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,c5224618
2520,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,24,1995,16.7,26,1.55,23,0,1,2,0,0,3,0.18,3,0,0,0,0,0,e33c06cf
2521,Suso,es ESP,FW,Sevilla,es La Liga,26,1993,24.6,107,4.36,81,6,14,3,3,0,14,0.57,12,1,0,1,0,0,4e219ad2
2522,Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,20,2000,2.6,4,1.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1d0bb7e4
2523,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,21,1999,20.6,48,2.34,34,1,4,5,3,1,6,0.29,5,0,1,0,0,0,92d83c27
2524,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2aeb43f1
2525,Issiaga Sylla,gn GUI,DFMF,Lens,fr Ligue 1,26,1994,12.4,20,1.61,13,3,1,1,1,1,1,0.08,1,0,0,0,0,0,b99bec05
2526,Eddy Sylvestre,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,1.1,2,1.86,1,0,0,0,1,0,1,0.93,0,0,0,0,1,0,ff3a6a60
