Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,-9999
501,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,29,1991,28.3,36,1.27,29,1,0,3,1,2,4,0.14,2,0,0,1,0,1,279ddf6a
502,Pape Cheikh Diop,sn SEN,MF,Dijon,fr Ligue 1,22,1997,12.1,25,2.06,17,0,1,2,4,1,1,0.08,0,0,0,0,1,0,873ce3a2
503,Chema,es ESP,DFMF,Getafe,es La Liga,28,1992,6.2,4,0.65,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,7f203b54
504,Rayan Cherki,fr FRA,FWMF,Lyon,fr Ligue 1,16,2003,7.8,36,4.64,23,1,8,1,3,0,8,1.03,5,0,1,1,1,0,b34c63a5
505,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,29,1990,12.2,26,2.13,22,1,1,0,2,0,6,0.49,6,0,0,0,0,0,0ac94a23
506,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,15.4,10,0.65,7,0,0,2,1,0,2,0.13,1,0,0,1,0,0,e85fb9b8
507,Federico Chiesa,it ITA,DF,Fiorentina,it Serie A,22,1997,2.7,10,3.77,7,0,2,1,0,0,1,0.38,1,0,0,0,0,0,b0f7e36c
508,Federico Chiesa,it ITA,MFDF,Juventus,it Serie A,22,1997,24.6,89,3.63,63,6,9,6,3,2,16,0.65,10,0,3,1,1,1,b0f7e36c
509,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,1996,25.4,66,2.60,44,12,2,3,4,1,10,0.39,9,0,0,0,1,0,d2424d1b
510,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,25,1.23,21,0,1,2,1,0,2,0.10,2,0,0,0,0,0,c316607a
511,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,23,1997,25.3,40,1.58,35,1,0,2,1,1,4,0.16,3,0,0,1,0,0,68a26d51
512,Tahith Chong,nl NED,MFFW,Werder Bremen,de Bundesliga,20,1999,4.3,12,2.79,9,0,2,0,0,1,1,0.23,1,0,0,0,0,0,2696b6a9
513,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,18,2001,12.9,18,1.39,13,1,1,2,0,1,1,0.08,1,0,0,0,0,0,7909ffa4
514,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,22,1997,3.5,3,0.85,2,0,0,1,0,0,1,0.28,1,0,0,0,0,0,7d2d3329
515,Mounir Chouiar,fr FRA,FWMF,Dijon,fr Ligue 1,21,1999,14.3,47,3.29,21,13,4,4,5,0,2,0.14,2,0,0,0,0,0,45c1c326
516,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,13,0.85,12,0,1,0,0,0,1,0.07,1,0,0,0,0,0,1cb49278
517,Carney Chukwuemeka,eng ENG,MFFW,Aston Villa,eng Premier League,16,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,b2f9c73e
518,Samuel Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,21,1999,15.2,65,4.28,45,1,8,2,9,0,5,0.33,3,0,1,0,1,0,b8a642fc
519,Darko Churlinov,mk MKD,DFMF,Stuttgart,de Bundesliga,20,2000,2.4,7,2.89,6,1,0,0,0,0,2,0.83,2,0,0,0,0,0,c6608135
520,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ec1a731e
521,Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,22,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2b9b37b2
522,Cifu,es ESP,DF,Elche,es La Liga,29,1990,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,90f83973
523,Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,41,1979,2.0,2,1.00,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,94084f83
524,Luca Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,10.3,41,3.97,25,12,0,1,2,1,3,0.29,2,0,0,0,1,0,ae64d449
525,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,31,1989,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,04ac8285
526,Antonio Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3f1107d5
527,Tim Civeja,de GER,MF,Augsburg,de Bundesliga,18,2002,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,59a48c59
528,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21.0,7,0.33,6,0,1,0,0,0,1,0.05,1,0,0,0,0,0,2b91cf8e
529,Alexis Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,21.2,70,3.30,45,12,6,2,5,0,11,0.52,8,1,1,1,0,0,741418c3
530,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,28.0,99,3.53,66,20,8,0,3,2,14,0.50,10,1,2,0,0,1,5219ab4a
531,Carlos Clerc,es ESP,DF,Levante,es La Liga,28,1992,30.9,51,1.65,43,5,0,1,2,0,4,0.13,4,0,0,0,0,0,33a61a52
532,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,8,0.63,6,1,0,1,0,0,1,0.08,1,0,0,0,0,0,0442183b
533,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,13,0.35,12,0,0,1,0,0,1,0.03,1,0,0,0,0,0,2928dca2
534,Marcus Coco,fr FRA,MFFW,Nantes,fr Ligue 1,24,1996,16.4,41,2.50,29,1,5,1,4,1,4,0.24,2,1,0,1,0,0,3010aefb
535,Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,7,0.76,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6d8f8441
536,Séamus Coleman,ie IRL,DFMF,Everton,eng Premier League,31,1988,17.9,34,1.90,27,0,2,2,3,0,5,0.28,4,0,0,0,1,0,0420d84f
537,Ebrima Colley,gm GAM,MFFW,Hellas Verona,it Serie A,20,2000,8.2,23,2.82,17,1,2,1,2,0,0,0.00,0,0,0,0,0,0,bf356094
538,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,7,0.24,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8b95acda
539,Simone Colombi,it ITA,GK,Parma,it Serie A,29,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,72be9309
540,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,18,2002,1.0,2,1.89,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,04df29a5
541,Racine Coly,sn SEN,MF,Nice,fr Ligue 1,24,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,166a981d
542,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,24,1996,19.5,103,5.29,76,0,16,6,4,1,16,0.82,11,0,3,1,1,0,042e8a49
543,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,19,0.52,12,1,0,5,0,1,2,0.05,1,0,0,1,0,0,3f5b4635
544,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,15,1.71,10,0,2,1,2,0,1,0.11,1,0,0,0,0,0,27c01749
545,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,8cabdc1e
546,Andrea Conti,it ITA,DF,Milan,it Serie A,26,1994,0.3,4,12.86,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8fef5412
547,Andrea Conti,it ITA,DF,Parma,it Serie A,26,1994,9.0,11,1.23,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,8fef5412
548,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,17,0.70,13,0,0,3,0,1,2,0.08,2,0,0,0,0,0,dc64b8b3
549,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,10,1.22,8,0,0,0,2,0,0,0.00,0,0,0,0,0,0,a6951bf8
550,Theo Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,25b82f9a
551,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,45,1.96,21,20,2,1,0,1,3,0.13,1,1,1,0,0,0,0e7ccfc4
552,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,e66ebabb
553,Iñigo Córdoba,es ESP,FWMF,Athletic Club,es La Liga,23,1997,1.1,1,0.94,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,49ea92be
554,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,7,2.92,4,1,0,0,2,0,0,0.00,0,0,0,0,0,0,49ea92be
555,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,50,2.93,33,0,1,6,10,0,3,0.18,1,0,0,1,1,0,9f381d8b
556,Sergio Córdova,ve VEN,FWMF,Arminia,de Bundesliga,22,1997,12.1,27,2.23,17,0,5,1,2,2,2,0.17,2,0,0,0,0,0,229cd98a
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15.0,22,1.47,19,0,0,1,1,1,0,0.00,0,0,0,0,0,0,74e12f1e
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,46,2.18,38,0,1,3,3,1,6,0.28,5,0,0,0,1,0,c693347d
559,Maxwel Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,23,1996,27.2,63,2.32,41,8,2,5,6,1,13,0.48,10,0,0,1,2,0,beb391dd
560,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,25,1995,26.6,86,3.24,65,3,11,5,1,1,15,0.56,10,0,5,0,0,0,01eb744d
561,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,92,4.29,60,4,10,8,10,0,15,0.70,6,1,4,2,2,0,45b9b619
562,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,24,1.90,17,3,0,0,3,1,3,0.24,2,0,0,0,1,0,46bd3a5b
563,Félix Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,c803c92a
564,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,39,1.64,30,0,2,1,3,3,2,0.08,1,0,1,0,0,0,c78b352d
565,Danny da Costa,de GER,DFFW,Mainz 05,de Bundesliga,27,1993,13.4,28,2.09,20,3,3,0,1,1,4,0.30,3,0,1,0,0,0,5ddb8f9f
566,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,4,3.27,3,0,1,0,0,0,1,0.82,1,0,0,0,0,0,5ddb8f9f
567,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,5,2.98,4,0,1,0,0,0,2,1.19,2,0,0,0,0,0,59948ef7
568,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,9,3.88,6,0,0,1,2,0,3,1.29,2,0,0,0,1,0,a190d597
569,Douglas Costa,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,3,6.43,2,1,0,0,0,0,1,2.14,1,0,0,0,0,0,4fa7cb9b
570,Douglas Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,17,4.78,9,7,1,0,0,0,2,0.56,1,0,1,0,0,0,4fa7cb9b
571,Hélder Costa,ao ANG,MFFW,Leeds United,eng Premier League,26,1994,12.8,19,1.48,14,0,2,1,2,0,6,0.47,5,0,0,0,1,0,f13d02a6
572,Jaume Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,9,2.31,7,1,0,0,1,0,1,0.26,1,0,0,0,0,0,808d48f3
573,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,1983,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,18736214
574,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,aa67d758
575,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,5,0.13,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0,2434f24a
576,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,82,2.42,61,13,1,2,3,2,10,0.29,10,0,0,0,0,0,fdf3cb77
577,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,19,1.74,19,0,0,0,0,0,3,0.27,3,0,0,0,0,0,9980269a
578,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,18.7,16,0.85,14,0,0,0,1,1,2,0.11,2,0,0,0,0,0,85a44ecc
579,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,7,3.42,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,c976160c
580,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,5,0.23,4,0,0,1,0,0,1,0.05,0,0,0,1,0,0,67b7357e
581,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,38,2.27,27,0,6,2,2,1,3,0.18,3,0,0,0,0,0,05ba9d7c
582,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,4,0.11,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1840e36d
583,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,27,3.72,21,1,1,1,3,0,6,0.83,6,0,0,0,0,0,0ef89a37
584,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,12,0.79,10,0,0,0,1,1,1,0.07,1,0,0,0,0,0,8f325097
585,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,4,0.12,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,f554e29b
586,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4dea2f2c
587,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,104,2.95,52,44,1,5,2,0,14,0.40,6,5,0,2,1,0,4f974391
588,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,20,1.04,18,1,0,1,0,0,1,0.05,0,0,0,1,0,0,35dd6d80
589,Bryan Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,41,1.71,35,0,1,4,0,1,8,0.33,7,0,0,0,0,1,16657b95
590,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8c964914
591,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,19,0.87,17,2,0,0,0,0,1,0.05,1,0,0,0,0,0,a56da3ba
592,Juan Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,116,4.80,72,25,9,2,7,1,16,0.66,9,4,1,0,2,0,0ab1f153
593,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,21,0.84,18,0,1,0,0,2,1,0.04,1,0,0,0,0,0,9b40a6ea
594,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,d858d079
595,Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,40,2.46,31,0,2,2,4,1,6,0.37,5,0,0,1,0,0,71b47ab9
596,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,87,2.41,69,5,3,0,9,1,3,0.08,2,0,1,0,0,0,1daec722
597,Mickaël Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,23,2.03,19,0,2,1,1,0,3,0.26,3,0,0,0,0,0,5722eced
598,Mickaël Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5722eced
599,Matheus Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,109,4.56,48,26,16,7,8,4,9,0.38,5,1,0,2,1,0,dc62b55d
600,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ae5b04fe
601,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,1998,0.3,1,3.60,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,a4fe8cda
602,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,1998,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,a4fe8cda
603,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,3,2.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,a4fe8cda
604,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,16,3.52,11,3,0,0,2,0,1,0.22,1,0,0,0,0,0,3e092724
605,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,25,1.00,22,2,1,0,0,0,0,0.00,0,0,0,0,0,0,b0a0698b
606,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,8,0.61,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,7ba1f1ef
607,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,9,1.16,5,2,1,1,0,0,0,0.00,0,0,0,0,0,0,44eb9093
608,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,20,0.68,18,1,0,0,0,1,0,0.00,0,0,0,0,0,0,1ec7e1c5
609,Moanes Dabbur,il ISR,FWMF,Hoffenheim,de Bundesliga,28,1992,11.1,26,2.34,20,0,2,1,3,0,4,0.36,4,0,0,0,0,0,eac044ad
610,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,23,1.85,22,0,0,0,1,0,2,0.16,2,0,0,0,0,0,c53083ad
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,24,1.59,19,0,2,0,3,0,2,0.13,2,0,0,0,0,0,29c02c9f
612,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,dee3013b
613,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,35,2.50,27,0,3,3,1,1,6,0.43,5,0,0,0,0,1,db4ed67b
614,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,aeaf1bc1
615,Stuart Dallas,nir NIR,MFDF,Leeds United,eng Premier League,29,1991,37.9,89,2.35,75,3,4,4,1,2,7,0.18,7,0,0,0,0,0,67ca8566
616,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,21,1.73,16,1,2,2,0,0,2,0.17,2,0,0,0,0,0,d9565625
617,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,58,2.95,44,4,2,4,3,1,9,0.46,6,1,2,0,0,0,215f3907
618,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,14,0.85,10,0,1,2,0,1,0,0.00,0,0,0,0,0,0,7ef972c3
619,Danilo,br BRA,DFMF,Juventus,it Serie A,29,1991,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,94b2001f
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,5,0.33,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0,52105203
621,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,2,2.61,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,234204f4
622,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,8,0.93,6,0,0,2,0,0,1,0.12,1,0,0,0,0,0,fd2bc67d
623,Andrea Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,263b855a
624,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,10,2.78,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,cf043a33
625,Márton Dárdai,de GER,DFMF,Hertha BSC,de Bundesliga,18,2002,9.1,9,0.99,6,3,0,0,0,0,1,0.11,0,1,0,0,0,0,41bff4fa
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,66,3.12,46,11,3,0,6,0,9,0.43,9,0,0,0,0,0,3eb0f2df
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25.0,3,0.12,2,1,0,0,0,0,1,0.04,1,0,0,0,0,0,cde3309f
628,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,30,2.33,19,5,1,1,2,2,4,0.31,3,0,0,0,1,0,96e0490d
629,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,1,0.43,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,96e0490d
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,72,2.75,55,1,4,6,6,0,13,0.50,9,0,1,1,2,0,ce50fd99
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,62,3.17,52,0,6,0,3,1,7,0.36,5,0,1,0,0,1,d781d855
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15.0,18,1.20,12,1,1,0,2,2,4,0.27,2,0,1,0,1,0,44781702
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,26,1.65,24,0,1,0,1,0,2,0.13,2,0,0,0,0,0,9228b07c
634,Keinan Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,3.1,14,4.53,7,0,4,2,1,0,2,0.65,1,0,1,0,0,0,9deaf2c8
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8574c61f
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,15,0.73,8,0,2,4,1,0,0,0.00,0,0,0,0,0,0,16bb656a
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,7,0.33,4,1,0,1,1,0,0,0.00,0,0,0,0,0,0,3e9e06cb
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,146,6.58,101,23,10,5,5,2,18,0.81,15,0,2,0,1,0,e46012d4
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,7,0.74,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,952a03fe
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,179,5.03,104,37,15,9,13,1,18,0.51,12,1,2,2,1,0,162efffd
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ae4e2852
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,19,1.17,18,0,0,1,0,0,1,0.06,1,0,0,0,0,0,ae4e2852
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,26,1.09,20,3,0,1,1,1,1,0.04,0,0,0,0,1,0,e74f0e59
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,10,1.81,6,1,2,0,1,0,0,0.00,0,0,0,0,0,0,5fdcb075
645,Lucas Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,19.5,40,2.05,34,0,1,3,0,2,7,0.36,7,0,0,0,0,0,44f8c299
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,41,1.75,27,3,1,8,1,1,4,0.17,2,0,0,2,0,0,92232aad
647,Grégoire Defrel,mq MTQ,MFFW,Sassuolo,it Serie A,29,1991,14.8,37,2.49,31,1,1,1,3,0,5,0.34,4,0,0,0,1,0,854ee61a
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4.0,10,2.49,7,3,0,0,0,0,0,0.00,0,0,0,0,0,0,7f267d66
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,13,1.90,10,0,0,3,0,0,1,0.15,1,0,0,0,0,0,7f267d66
650,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,7.2,38,5.24,23,6,5,2,1,1,6,0.83,3,2,1,0,0,0,0be95d34
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,081b6080
652,Thomas Delaine,fr FRA,DFFW,Metz,fr Ligue 1,28,1992,19.8,29,1.47,24,0,3,1,1,0,2,0.10,2,0,0,0,0,0,8332db56
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,18,1.26,14,0,0,1,1,2,0,0.00,0,0,0,0,0,0,fe641c1a
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,1,2.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,dd897ee7
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,23,2.29,20,3,0,0,0,0,1,0.10,1,0,0,0,0,0,79685569
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e4448c8c
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,b0243215
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,95,3.44,68,4,7,8,8,0,15,0.54,11,0,2,1,1,0,d33c706e
659,Fabian Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,3.0,4,1.35,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,111c3236
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,1.1,3,2.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,e7986081
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,24,3.19,15,0,2,5,2,0,1,0.13,1,0,0,0,0,0,e7986081
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,19.7,82,4.16,57,9,6,6,3,1,8,0.41,6,0,0,2,0,0,b19db005
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,9,0.86,6,1,0,2,0,0,1,0.10,0,0,0,1,0,0,e3cceee6
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,81,4.17,50,20,3,5,3,0,7,0.36,3,2,1,1,0,0,54b4dc4e
